processed_text,pornografi,sara,radikalisme,pencemaran_nama_baik
jabar memang provinsi barokah boleh juga dan nwoi anjing bodoh npropinsi yang paling banyak ngerusak dan ngebakar gereja itu jatim tidak kamu sebut provinsi lumbung nasbung itu jatim npropinsi penghasil gembong teroris terbanyak itu jateng tidak kamu sebut lumbung nasbung itu jateng ngarang stereotip kok piliah pilih nbangsat kamu pecun,0,0,0,1
sidangahok semoga sipenista agama dan ateknya matinya tidak wjar dan jasadnya tidak dtrma tanah dan dia tidak pernah mrs kan surga amin semoga tuhan setuju,0,1,1,1
buat anak melulu kamu nof nkaga mikir apa kasian anak kamu nanti akan malu punya bapak kelakuan kaya kamu,0,0,0,0
itu membuktikan bahwa rakyat malaysia anti cina indonesia pun juga tapi masih malu kita tungu gerakan anti cina di indonesia,0,1,0,1
heh kontol jan sok pemes kamu di rp muka seperti memek orang tua kamu seperti monyet agama kamu aje agama kontol,1,0,0,1
eh memek diam kamu kepala kamu kaya kontol muka kamu kaya memek dasar gigolo punya penyakit kelamin iya kamu wakakaka,1,0,0,0
mungkin akibat memakai gorden di kepala menghambat aliran oksigen ke otak menyebabkan intelejensia menurun drastis dan nsampe lihat miskiner kriditan bawa motor saja terpesona buka hati dan buka paha,0,0,0,0
e kakak nona yang paling bodoh dan bodoh manokwari sekarang so jadi ibu kota provinsi papua barat kakak bodoh jangan dipiara kakak e,0,0,0,0
swimwear punya majikan dicolong dasar babu tidak tahu diri cepat kembalikan x jam tidak minta maf kamu siap dipasung,0,0,0,0
pngusiran syiah kok jadi mirip sama di usir nya nabi sama kafir quraisy iya masa mau sih dsamain sama kafir quraisy,0,0,1,0
mami langsung berbalik badan mami cium kamu mami kenyot lidah kamu sampai kamu kewalahan kamu mulai remas tetek mami,1,0,0,0
dan dan nah muncul bani bodoh nmaksud hati ingin klihatan pinter bahkan pamer kegoblokan dan tertawa dan dan nmaksud ketuhanan yang maha esa benar aturan tuhan yang dijunjung npertanyanya tuhan yang mana iya jelas tuhan yang di adaptasi di beberapa agama yang diakui dong nlah dari sekian banyak agama yang diakui di indonesia termasuk aliran kepercayan baru baru ini memang kamu yakin semua mengharuskan diskriminasi lgbt nya agama kamu saja yang salah kodrat agama lain belum tentu ninget ketuhanan yang maha esa bukan ketuhanan yang maha ika jadi jangan bawa agama kamu yang suka ngebunuh itu di sini bahkan keluar topik dan npamer kegoblokan tertawa nudah balik ke jamban lagi malas nangepin lagi kaum seperti kamu,0,0,0,1
nlu mau bilang sultan jogja parasit begitu karena narik pajak cina tapi tidak mau kasih tanahnya ngaca kamu tong tidak tahu diri sudah datneg tidak diundang tapi serakah lagi tertawa dan dan dan yang bilang sultan jogja parasit siapa coba tunjukan mana posting saya yang mengatakan begitu nsaya bilang setiap warga negara wajib bayar pajak ndulu datang tidak di undang kok bisa di terima masuk di bumi pertiwi indonesia sampai bisa beranak pinak di sini coba jelaskan ke saya kenapa bisa begitu yang ngaca itu harusnya kamu manusia parasit kalah bersaing bahkan salahin orang lain atau etnis lain mental babu dan mental pengemis seperti dirimu lah makanya kamu itu sampai sekarang pada kenyatanya jadi babu nya etnis tionghoa dan nbtw mana terjemahan video yang kamu posting di mari ini sudah ke tiga kalinya saya tagih jangan mengalihkan topic dulu dan dan,0,0,0,1
