processed_text,pornografi,sara,radikalisme,pencemaran_nama_baik
vulgar l rt apo iku jembut a iya mas ngawe kompos iku l rt lebih lebat,1,0,0,0
hahahahaha kamu muka ibu lampir sudah jelas payudara kamu penyet sebelah tapi sok sombong show of kalau kamu bisa tuntut aku tidak apa apa tapi kamu berani buktin semua organ kewatian kamu asli asli ciptan tuhan bukan ciotan thailan atau kore,1,0,0,1
pelaku bom bunuh diri memiliki tujuan untuk memusnahkan kafir amerika tapi untk keamerikanya mereka tidak punya uang jadi bom saja negara sendiri,0,1,1,1
heh kontol jan sok pemes kamu di rp arby nama cowok iya dasar memek berkontol kamu teriak teriak mau mati segala,1,0,0,0
eh sudah jangan menghina lagi dia juga ciptan tuhan udahlah jangan lagi buly sih bang fatah pantesnya kita sleding saja bijinya terus lempar ke kolam tidak setia biar mampus kan sih siluman banci,0,0,0,1
tidak kerekam saja kali mbak ada rule ny dan memang boleh kok pada sirik iya kalau mau dapat protokoler begitu iya jadi istri presiden mbak,0,0,0,0
hujan berantem ayo kontol vs memek kontol sodok memek dan memek gigit kontol ah ah ah ejakulasi ejakulasi ejakulasi belepotan deh,1,0,0,0
id seperti ada sisa belum di tangkap ini soalnya tahu seluk beluknya dia,0,0,0,0
bego kalau masih berfikir harus angkat senjata untuk dirikan khilafah kalau as tidak ikut ber main hitungan hari habis mereka semua,0,0,1,0
heh kontol jan sok pemes kamu di rp muka seperti memek orang tua kamu seperti monyet agama kamu aje agama kontol,1,0,0,1
habis mandi kumpul sama teman teman tetek kiri ada yang remas tangan kanan di pegang pelecehan seksual ini kalau di indonesia gv laporin perbuatan tidak menyenangkan also me gendats mah gendats saja ndong,1,0,0,0
abg buas jilat sepong kontol abg buas jilat sepong kontol saya baru saja mendapatkan kerjaku di kota b seh,1,0,0,0
kok foto di jadin bukti aku belum pernah lihat jokowers yang cerdas kalau berkomentar selama bulan di kolom ini tepok jidad aku ayo ah ini cukong kalian itu mencela jokowi kacung dan mau bunuh kok kalian tidak bersuara karena polisi bilang bebas hanya lucu lucuan pic twiter com cxoxrzntr,0,0,0,0
eh siapa yang mbuat negara ini merdeka kalau bukan soekarno tidak ada negar indonesia goblok disimbongkan th merdeka baru pak adik yang buat bensin di papua dan seluruh indonesia harga nya sama itu namanya keadilan sosial bodoh apa yang dilakukan bapak mu,0,0,0,1
sipit majority usir cina bangke pembenci pribumi dari bumi indonesia jangan pernah lagi dikasih hati cina kafir kurang ajar seperti siahoq,0,1,1,1
koe dudu sapi perah to susu mu di remas remas susumu ro wong liyo koe meneng wae harga dirimu lho,1,0,0,0
