processed_text,pornografi,sara,radikalisme,pencemaran_nama_baik
yang justru lantang berteriak ganyang cina itu thailand vietnam philipina dan sebagainya pertanyanya kenapa cina dibenci bahkan oleh kawan serumpun dan seagama,0,0,0,0
administrator kamu kurang kerjan iya dulu iya dulu masih dendam saja kamu yang kamu bela orang begok semua iya,0,0,0,1
di rt tertawa nyadar jhon kok cina aku aceh rt kapreh merdeka kasih phon lon ganyang more,0,1,0,0
heh kontol jan sok pemes kamu di rp muka seperti memek orang tua kamu seperti monyet agama kamu aje agama kontol,1,0,0,1
telepon gengam nya xiaomi iya mantap jiwa kamu administrator sumbu pendek menanti postingan mu admind rencana mau ganti telepon gengam apa administrator coeg,0,0,0,0
aku bahkan fokus sama deni yang ambilkan barang ny terus di kasi ke mbak ny baik sekali iya babang ny,0,0,0,0
kalau cerai tidak selalu salah suami siapa tahu istrinya juga tidak bisa jadi istri yang baik ngomongngomong kalau ada ustaz yang tidak kawin cerai kamu datang tidak ke acara ceramahnya,0,0,0,0
expresi ketika suami kamu tahu kalau kamu banci terus dia bilang kamu banci kaleng dan kamu marah sekian dan terima kasih,0,0,0,1
kamu raja empat rt kamu wamena rt aldirockes kamu bgo papua rt orang papua rt aldirockes mulai apa bodoh mu rt,0,0,0,0
ulangi gerakanya geser ke bawah sampai anus terus ke atas lagi sampai memek indah sekarang jari kontol mas mulai membesar lagi,1,0,0,0
cari kosmetik asli dan vener gigi hasil dijamin rapi nyaman dan bergaransi ayo cek kualitas oke harga terjangkau,0,0,0,0
muslim rohingya berurusan sama pemerintahan kafir sedang bom masjid di mesir masalah aliran jadi yang mengekspos adalah mereka yang simpati dengan korban dan mengutuk pelaku begitu pula sebaliknya,0,1,1,1
dan aneh nya pada tidak nyambung sama kya yang tadi jangan jangan akun bodong nya ada,0,0,0,0
mau sekali sayang apa lagi sama kamu memek kali mash sempit pasti nikmat sekali tu oh uh ah sambil ngocok kontol memangnya kmu mau,1,0,0,0
ayo pit bunuh orang kafir pit dia tidak percaya sama alahmu kamu punya dasar hukum yang kuat seperti isis,0,0,1,0
mhon informasi juragan dan nkalau dari singapore ke johor baru dan sebalik nya biasa naik train atau bus ntiket nya berapa dan kira berapa jam dan nrencana mau main ke singapore dari johor baru dan nthanks dan dan dan ini yang buat kaskus rusak gara gara orang seperti begini aming dan risdianto setiawan bayaraja id jasa titip bayar amp beli luar negeri iwan kaskuser entresport bukalapak bayar saja tokopedia dan,0,0,0,0
pasti bukan guru ag dan nkarena kalau ngajar mata pelajaran tersebut pasti sudah tahu kalau akhirnya toh festa sek juga sedang apa nyolong start sekarang dan nmending nanti bisa sama bidadari genetik ungul,0,0,0,0
