processed_text,pornografi,sara,radikalisme,pencemaran_nama_baik
heh kontol jan sok pemes kamu di rp muka seperti memek orang tua kamu seperti monyet agama kamu aje agama kontol,1,0,0,1
lah saya tanya kamu sedang apa dikolom komentar sini kamu juga mencela saya bego lebih bego mana mencela orang lain bego kamu mencela kalau orang normal lgsung blokir iya brti kamu tidak normal dong kalau kamu kesel karena saya katain coba blokir saya kalau memang kamu normal kesel tidak bego amat jadi cowok namnya orang pikiran beda bodoh sanksi sosial itu ada kamu belajar sosialisasi sesama manusia tidak dia sudah ngerugin banyak pihak termasuk kaum wanita otak kamu yang tidak dipake justru orang normal akan speak up hanya orang tolol yang ngomng seperti kamu hanya homo saja yang ngomng seperti kamu terserah kita mau ngomng apa ke dia itu konsekuensi dia sebagai masyarakat ini indonesia secara pada punya agama kalau di islam namnya sling mengingatkan itu harus hanya orang kafir yang ngebiarin seperti bgini tidak lihat itu bencana lombok iya gara kaum seperti kamu otak homo yang ngebiarin seperti bgini dan orang normal pasti bakal ngehujat hanya bala banci yang tidak hujat paham lucu,0,0,0,1
ingin bantu tapi aku saja tidak ada uang sedih rt bayar che co pun tidak mampu lho mas bayar pakai remas tetek saja boleh,1,0,0,0
mengikuti saya dulu kontol jagdishrt mengikuti back memek wakaka rt eh juan kontol mengikuti saya hahart anak juga,1,0,0,0
biasa panas obat buah merah orang papua yang buat satu badan sampai muka jadi hitam gosong terbakar dan tahunan tidak ilang hitam gosongnya,0,0,0,0
masih kalah hitam dibanding sih josua suherman penyanyi tidak laku komica tidak lucu kafir buluk dekil kelam penghina islam di dunia dikucilkan di akhirat mendapat azab kekal abadi naudzubilah itulah nasib musuh islam,0,0,0,1
dan guru mengaji alquran berinisial m dibekuk polisi lantaran nekat mencabuli anak didiknya yang masih berusia tahun di desa jayabakti kecamatan cidahu kabupaten sukabumi jawa barat dan nkasubag hubungan masyarakat polres sukabumi apa sunarto mengatakan aksi bejat pelaku baru terungkap setelah orangtua korban melaporkan kejadian yang telah menimpa putrinya j kepada pihak kepolisian dan dan awalnya ada laporan dari orangtua korban bahawa anaknya telah dicabuli pelaku setelah penyidikan kami amankan pelaku dari rumahnya pada mingu juni kemarin kata sunarto senin dan nberdasrakan hasil pemeriksan sementara m mengaku telah mencabuli korban sebanyak tiga kali di sekitar majelis tidak jauh dari rumahnya sejak april dan dan maksud lain yang digunakan oleh pelaku mencabuli korban untuk pengobatan dirinya yang sedang sakit setelah mencabuli pelaku mengancam korban agar tidak bilang kepada orang lain papar sunarto dan dan selain itu polisi juga mengamankan beberapa barang bukti di antaranya hasil visum rsud sekarwangi cibadak celana korban serta sebuah sajadah yang digunakan pelaku untuk membersihkan sperma dan dan dan pelaku kami jerat dengan pasal e uno perubahan atas kamu nomor tentang perlindungan anak jo pasal kamu republik indonesia nomor tahun tentang penetapan peraturan pemerintah penganti kamu republik indonesia nomor tahun tentang perubahan kedua atas kamu republik indonesia nomor tentang perlindungan anak tutupnya dan dan url seperti muka muka khas hamba alah tertawa dan dan nseleranya juga bahkan sama seperti rasul alah matabelo,0,1,0,0
kamu ini lelaki lha kali pyah nak tunyuk susu kamu toe e geli i tngok deh lha sngup buang anu dia dulu sbab nak jadi prmpuan tertawa gila weh,1,0,0,0
jabar memang provinsi barokah boleh juga dan nwoi anjing bodoh npropinsi yang paling banyak ngerusak dan ngebakar gereja itu jatim tidak kamu sebut provinsi lumbung nasbung itu jatim npropinsi penghasil gembong teroris terbanyak itu jateng tidak kamu sebut lumbung nasbung itu jateng ngarang stereotip kok piliah pilih nbangsat kamu pecun,0,0,0,1
heh kontol jan sok pemes kamu di rp muka seperti memek orang tua kamu seperti monyet agama kamu aje agama kontol,1,0,0,1
tertawa iya sudah remas saja ini susu ku rt aku tidak tahan lihat dada kamu yang pasti aku ingin remas dan,1,0,0,0
mas mbak saya mau tanya brand lipstiknya sudah didaftarin di bpom sudah dapat label halal dari mui komposisi dari bahannya apa saja karena kami sebagai konsumen wajib tahu terima kasih,0,0,0,0
mau cantik bagaimanapun mau badan bagaimanapun tapi aura laki nya tetap kliatan mbak fatah,0,0,0,0
maf sekali gangu iya aku mau jual baju bekas sepatu bekas aku tidak sangup bayar endors cah mangkane aku mampir kesini mafin aku iya,0,0,0,0
memang itu cara wahabi mengaku sebagai aswaja tuding syiah kafir sesat dan sebagainya sama seperti di suriah sat konflik terjadi wahabi muncul dengan senjata bom dan sebagainya bantai keduanya c,0,1,1,1
itu bukan aurat dia bang auratnya kan hanya dari udel sampai lutut itu dafa mau dipamerin juga tidak dosa,0,0,0,0
