processed_text,pornografi,sara,radikalisme,pencemaran_nama_baik
betul kali kakak ku e halu begini kalau nasehatin orang tu yang baik bukan nuduh orang pulang mangkal saja hahahaha memang kamu yang haluan nya se tinggi langit ke tujuh o iya kamu cewek apa cowok,0,0,0,0
kalau front pembela islam kerja bakti itu taqiyah saja pencitran tujuan utama dirikan khilafah di indonesia terbukti hizbut tahrir di bekukan mereka bahkan bela,0,0,1,0
iya benar kalian jihad jihad untuk tiket emas ke neraka teroris yang otaknya dangkal iya begini asal bom dan ngangap semua orang kafir ilc,0,0,0,0
vemao kamu sapi rt ini cina terbakar rt katanya ada demo untuk ganyang cina hari ini iya katanya,0,1,1,1
benar sekali terus jadikan ahok ketua dpr hati hati dengan yang nama nya ahok bahaya cina rt rasis ganyang,0,1,1,1
presidenku titisan kecebong nprabowo titisan macan asia nhabibr rzieq titisan mick jeger nahok titisan mani encer,0,0,0,0
whatsapp agung betul lah saya kita exo kalau palestin kene bom tu tidak sengaja eh yang bom tu islam ke kafir,0,0,1,1
dan nlah memang yang dibahas celana bangsat nlu bisa baca berita tidak sih anjeng dan ngw sudah baca semua kalimat kamu dan intinya kamu itu bodoh tidak mau pakai pakean syari dan nhijab buat nutup kepala kamu saja tidak cukup dongok,0,1,0,1
pasti akan kamu dapati orang yang paling keras permusuhanya terhadap orang orang beriman yaitu orang yahudi orang orang musyrik qs,0,0,0,0
tertawa masa itu cina aih ganyang rt tertawa tetanga tolo rt he di rcti nah cina jangan tid,0,0,0,0
tertawa berapa kaum a yang mau dibunuh rt habis nonton sinema elektronik dewa kita bunuh kaum kafir ayo,0,0,1,0
bner anak saya perempuan juga deketny sama ayahnya bukan masalah itu anak tidak sayang sama ibukny memang rata gtu anak perempuan lebih dekat ke ayahnya he,0,0,0,0
ayo radit semangat a rt ayo jihad kita bom bunuh diri,0,0,1,0
