processed_text,pornografi,sara,radikalisme,pencemaran_nama_baik
pak polisi tolong ini administrator akun ini agar di hukum mato saja keluar dari penjara pun nanti dijamin hanya akan jadi sampah masyarakat,0,0,0,1
kamu baik jangan ajak sumatera sama dengan papua kalau warga sumatera akan lebih hepi dan makmur jika pisah dari negara kesatuan republik indonesia lepaskan saja,0,0,0,0
kaum onta kontol kan iya yang gampang marah contohnya saja sebutan onta kontol ini pasti ada yang marah col travel,0,0,0,1
rt tertawa a aku jadi hitam gosong kaya orng papua tahu tidak sih dop bosan rt memang og hop p bagaimana kemah,0,1,0,1
mca memang dari dulu sok keras bisanya menyebarkan palsu melulu banyak omong pula disosmed akwkakwkakw,0,0,0,0
rasakan akibat ketololanmu di dan dan nbener juragan yang boleh ngatain agama lain itu hanya yang tempat ibadahnya pakai toa dan dan,0,0,0,0
kasian iya ahok itu dan nudah di penjara menderita fisik batin bahkan istrinya ditidurin orang lain dan ke singapura lagi ber dua satu kamar hotel hayo sedang apa coba dan npasti tidur ber tanpa busana dan iya ahoknya itu di penjara tidur beralaskan semen dingin digigitin nyamuk sambil menatap sinar rembulan di jendela jeruji dan nmalah julianto nya tidur beralaskan kehangatan tubuh veronica dalam hotel mewah sprei bersih wangi empuk aduhai dan emosi aku sebagai pendukung ahok kemarin,0,0,0,0
ember rt bner itu duy kafir bangke buat sekadar informasi saja bahwa tertulis dalam ktp pelaku bom di solo itu,0,1,1,1
meski hanya show of force preman kafir tetap lempari pemuda islam solo dengan batu dan bom molotov lewat,0,1,1,1
sempurna sekali benar ternyata mantan juga masih penuh kuasa sebel sesuka hatinya kalau confrences selalu demi kepentingan masyarakat demi kepentingan bangsa dan negara paling pas mah demi kepentingan saya dan keluarga bagaimana dengan mantan pacar yah,0,0,0,0
