processed_text,fuel,machine,others,part,price,service
Saya memakai Honda Jazz GK5 tahun 2014 ( pertama meluncur ) . Mobil nya bagus dan enak sesuai moto nya menyenangkan untuk dikendarai,neutral,neutral,positive,neutral,neutral,neutral
"@LinaRadj kapan-kapan coba bengkel daihatsu , mereka mau kok . Servis lebih bagus .",neutral,neutral,neutral,neutral,neutral,positive
Mending confero harga nya lebih murah daripada formo.,neutral,neutral,neutral,neutral,negative,neutral
kalo soal servis mending pilih grand livina soalnya after sales service nya mudah dan cepat,neutral,neutral,neutral,neutral,neutral,positive
Lampu utama depan Grand New Veloz juga mendapatkan perubahan desain dan terkesan lebih agresif dan sedikit menonjol,neutral,neutral,neutral,positive,neutral,neutral
Buat dalam kota xpander bagus karna model nya kalem dan kesan nya car city,neutral,neutral,neutral,positive,neutral,neutral
brio pajak nya murah karena ckd daripada ignis atau sirion yg cbu pajak nya agak mahal trus onderdil nya agak susah atau lama kalo mau klaim asuransi,neutral,neutral,neutral,negative,negative,neutral
All New Toyota Kijang Innova G Diesel 2017 . Mesin bandel nan irit Otolovers .,positive,positive,neutral,neutral,neutral,neutral
"punya mobil altis tidak awet , baru setahun sudah rusak .",neutral,neutral,negative,neutral,neutral,neutral
Xenia ku tipe xi sudah 1.5 tahun dan cukup bangga dengan performa nya,neutral,positive,neutral,neutral,neutral,neutral
"Saya pakai karimun , adik saya pakai brio . memang karimun lebih nyaman walau lebih murah dari brio .",neutral,neutral,positive,neutral,positive,neutral
"udah gaya nya stylish ekonomis pula, beli calya deh",neutral,neutral,neutral,positive,positive,neutral
Mobil kualitas jelek kayak wuling saja masuk Indonesia.,neutral,neutral,negative,neutral,neutral,neutral
"fortuner per nya keras , capek",neutral,neutral,neutral,negative,neutral,neutral
Servis di Bengkel Toyota Lebih cepat,neutral,neutral,neutral,neutral,neutral,positive
Honda Spacy irit banget sumpah,positive,neutral,neutral,neutral,neutral,neutral
Gak bisa tidur kalau malam-malam di mobil karena suara ac nya berisik sekali,neutral,neutral,neutral,negative,neutral,neutral
"Ih bengkel honda ini picik banget ya , masa iya aki motor gue ditukar sama yang jelek biar gak bisa hidup terus ada keluhan terus ke sana lagi gitu",neutral,neutral,neutral,neutral,neutral,negative
numpang gabung ya baru beli xenia 04 - 2008 3 hari yang lalu keseluruhan gue ngerasa cukup .,neutral,neutral,positive,neutral,neutral,neutral
"Masya Allah toyota mahal harga nya , tetapi pelit fitur-fitur",neutral,neutral,neutral,negative,negative,neutral
"Alhamdullilah inden dari dealer wulling agustus awal mobil sudah datang , cepat .",neutral,neutral,neutral,neutral,neutral,positive
"Udah beli yg rush 2018 , alhamdulillah tidak ada penyesalan sampai saat ini dan insyaAllah seterusnya",neutral,neutral,positive,neutral,neutral,neutral
Saya sangat puas dengan mobil saya selain berbadan besar terlihat mewah dan sangat irit bahan bakar karena minum nya solar jadi mantap kijang innova,positive,neutral,positive,positive,neutral,neutral
lama banget nunggu inden xpander keburu saya jual ini mobil,neutral,neutral,neutral,neutral,neutral,negative
"Wuling Formo mobil cina, mesin nya enggak berumur panjang karena di cina juga enggak ada yang umur nya panjang.",neutral,negative,neutral,neutral,neutral,neutral
Bengkel ahas togosari service nya tidak memuaskan mekanik nya gak fokus dan jelek . tidak seperti dulu . gimana itu bos .,neutral,neutral,neutral,neutral,neutral,negative
"Buat yang orientasi pengendara , Mitsubishi ini cocok banget mau mobil yang menyenangkan untuk dikendarai enak dibawa luar sama dalam kota",neutral,neutral,positive,neutral,neutral,neutral
N - Max biaya perawatan mahal bakal lebih boros dari pada kamu naik angkutan umum,neutral,neutral,neutral,neutral,neutral,negative
"@DaihatsuInd Xenia itu kita banget ! Cocok diajak ke mana-mana , service gampang , harga terjangkau , mudah dipakai .",neutral,neutral,positive,neutral,positive,positive
Kenapa saya pilih pajero karena saya sering pulang kampung waktu lebaran dan jalan nya kebanyakan jelek dan tanjakan nya full curam belom di aspal,neutral,positive,neutral,neutral,neutral,neutral
"Konsumsi bbm bisa dipaksa 1:12 kalau bawa nya waras , lumayan irit si Altis G 2003 MT ini",positive,neutral,neutral,neutral,neutral,neutral
"@YamahaIndonesia pelayanan bengkel yamaha di poso jelek sekali bung , hari kemarin bilang nyuruh hari ini , hari ini datang bilang tidak bisa",neutral,neutral,neutral,neutral,neutral,negative
"saya menyesal beli mobilio, tetangga beli wuling cortez puas banget",neutral,neutral,positive,neutral,neutral,neutral
"Ada satu lagi nih yang menurut saya sepele tetapi jadi kenikmatan , yaitu fitur Brake Hold di HRV",neutral,neutral,neutral,positive,neutral,neutral
Toyota rush terbaik di kelas nya dan terdepan di zaman nya .,neutral,neutral,positive,neutral,neutral,neutral
brio gak bagus sumpah .,neutral,neutral,negative,neutral,neutral,neutral
"Dipakai kerja tiap hari enggak pernah rewel , mesin bandel , sesuai dengan kebutuhan , BBM irit tiada banding .",positive,positive,positive,neutral,neutral,neutral
mendingan Mitsubishi Xpander yang rata rata menang disegala aspek,neutral,neutral,positive,neutral,neutral,neutral
Kok bengkel toyota payah banget sih . Kata nya bakal dipanggil nomor nya tapi nomor nya manual :(,neutral,neutral,neutral,neutral,neutral,negative
cukup 10 menit untuk bersihkan injektor motor injeksi Yamaha :D arti nya motor injeksi YMH perawatan murah & mudah,neutral,neutral,neutral,neutral,neutral,positive
Susah banget telepon buat booking servis auto 2000 toyota ! Masa gue harus booking ke sana sih :(,neutral,neutral,neutral,neutral,neutral,negative
Yamaha motor injeksi nya lebih mudah dan murah perawatan nya,neutral,neutral,neutral,neutral,neutral,positive
"Honda Beat bahan bakar sangat irit , ringan buat menyalip di jalanan macet , mesin tarikan enteng banget .",positive,positive,positive,neutral,neutral,neutral
Mobil WULING CONFERO sangat layak untuk dipilih dan DIBELI sebagai mobil MPV yang nyaman dengan harga terjangkau .,neutral,neutral,neutral,neutral,positive,neutral
"Xenia irit banget apalagi kalau lagi kere . coba matikan saja ac - nya , bisa jalan-jalan dengan 25.000 rupiah .",positive,neutral,neutral,neutral,neutral,neutral
Puas banget sama after sales-nya Nissan.,neutral,neutral,neutral,neutral,neutral,positive
"Avanza mudah dalam perawatan ,",neutral,neutral,neutral,neutral,neutral,positive
