processed_text,fuel,machine,others,part,price,service
Saya memakai Honda Jazz GK5 tahun 2014 ( pertama meluncur ) . Mobil nya bagus dan enak sesuai moto nya menyenangkan untuk dikendarai,neutral,neutral,positive,neutral,neutral,neutral
Dari segi harga juga pajero lebih mahal 30 jutaan dibanding fortuner,neutral,neutral,neutral,neutral,positive,neutral
Kalo menurut gw enak pajero si,neutral,neutral,positive,neutral,neutral,neutral
CH - R versi negara ini kurang worth it soal fitur dan kelengkapan,neutral,neutral,neutral,negative,neutral,neutral
"@LinaRadj kapan-kapan coba bengkel daihatsu , mereka mau kok . Servis lebih bagus .",neutral,neutral,neutral,neutral,neutral,positive
kalo soal servis mending pilih grand livina soalnya after sales service nya mudah dan cepat,neutral,neutral,neutral,neutral,neutral,positive
Lampu utama depan Grand New Veloz juga mendapatkan perubahan desain dan terkesan lebih agresif dan sedikit menonjol,neutral,neutral,neutral,positive,neutral,neutral
#YamahaID Perawatan Motor Injeksi Yamaha Mudah dan Murah,neutral,neutral,neutral,neutral,neutral,positive
Buat dalam kota xpander bagus karna model nya kalem dan kesan nya car city,neutral,neutral,neutral,positive,neutral,neutral
All New Toyota Kijang Innova G Diesel 2017 . Mesin bandel nan irit Otolovers .,positive,positive,neutral,neutral,neutral,neutral
"Khusus nya Daihatsu Xenia Sporty Manual , apalagi yang terbaru ini , di samping irit bbm , suara mesin halus . Tarikan lebih baik dari generasi sebelumnya dan akselerasi cukup baik dan variasi tidak terlalu monoton atau ramai .",positive,positive,neutral,positive,neutral,neutral
untuk yang sekarang great new xenia sudah mempunyai fasilitas yang wow dengan harga yang bersahabat bahkan lebih murah daripada rival nya,neutral,neutral,neutral,positive,positive,neutral
Xenia ku tipe xi sudah 1.5 tahun dan cukup bangga dengan performa nya,neutral,positive,neutral,neutral,neutral,neutral
"Saya pakai karimun , adik saya pakai brio . memang karimun lebih nyaman walau lebih murah dari brio .",neutral,neutral,positive,neutral,positive,neutral
bodi plus tampilan nya Avanza baru mantap juragan,neutral,neutral,neutral,positive,neutral,neutral
"udah gaya nya stylish ekonomis pula, beli calya deh",neutral,neutral,neutral,positive,positive,neutral
avanza ini mobil saya yang paling bandel,neutral,positive,neutral,neutral,neutral,neutral
Mobil kualitas jelek kayak wuling saja masuk Indonesia.,neutral,neutral,negative,neutral,neutral,neutral
Pelayanan bengkel daihatsu bagus,neutral,neutral,neutral,neutral,neutral,positive
fortuner gak cocok buat mahasiswa dari segi desain yang terlalu mencolok dan mahal pula,neutral,neutral,neutral,negative,neutral,neutral
Servis di Bengkel Toyota Lebih cepat,neutral,neutral,neutral,neutral,neutral,positive
Honda Spacy irit banget sumpah,positive,neutral,neutral,neutral,neutral,neutral
"Ih bengkel honda ini picik banget ya , masa iya aki motor gue ditukar sama yang jelek biar gak bisa hidup terus ada keluhan terus ke sana lagi gitu",neutral,neutral,neutral,neutral,neutral,negative
setuju banget kalau jazz lebih keren dan mantap daripada mobilio,neutral,neutral,negative,neutral,neutral,neutral
"Masya Allah toyota mahal harga nya , tetapi pelit fitur-fitur",neutral,neutral,neutral,negative,negative,neutral
"Alhamdullilah inden dari dealer wulling agustus awal mobil sudah datang , cepat .",neutral,neutral,neutral,neutral,neutral,positive
"Vario 125 sangat ringan dan nyaman dipakai untuk perempuan seperti saya , apalagi dibawa ke mana-mana sangat irit dan harga nya terjangkau dibandingkan motor honda yang lain .",positive,neutral,positive,neutral,positive,neutral
handling mini cooper juara .,neutral,neutral,neutral,positive,neutral,neutral
Saya sangat puas dengan mobil saya selain berbadan besar terlihat mewah dan sangat irit bahan bakar karena minum nya solar jadi mantap kijang innova,positive,neutral,positive,positive,neutral,neutral
"Mobil honda emang keren , saya punya honda CRV tahun 2006 sampai sekarang masih mulus ,",neutral,neutral,positive,neutral,neutral,neutral
"Honda slalu nanggung dan maksa tiap kali melakukan upgrade mobil yangg sudah ada , membosankan",neutral,neutral,negative,neutral,neutral,neutral
Bengkel ahas togosari service nya tidak memuaskan mekanik nya gak fokus dan jelek . tidak seperti dulu . gimana itu bos .,neutral,neutral,neutral,neutral,neutral,negative
"Buat yang orientasi pengendara , Mitsubishi ini cocok banget mau mobil yang menyenangkan untuk dikendarai enak dibawa luar sama dalam kota",neutral,neutral,positive,neutral,neutral,neutral
N - Max biaya perawatan mahal bakal lebih boros dari pada kamu naik angkutan umum,neutral,neutral,neutral,neutral,neutral,negative
"@DaihatsuInd Xenia itu kita banget ! Cocok diajak ke mana-mana , service gampang , harga terjangkau , mudah dipakai .",neutral,neutral,positive,neutral,positive,positive
"Konsumsi bbm bisa dipaksa 1:12 kalau bawa nya waras , lumayan irit si Altis G 2003 MT ini",positive,neutral,neutral,neutral,neutral,neutral
"harga purnajual memang Toyota lebih baik . tetapi ya orang macam gua mikir nya beli mobil ya buat dipakai , bukan dijual . Hehe",neutral,neutral,neutral,neutral,positive,neutral
"@YamahaIndonesia pelayanan bengkel yamaha di poso jelek sekali bung , hari kemarin bilang nyuruh hari ini , hari ini datang bilang tidak bisa",neutral,neutral,neutral,neutral,neutral,negative
"Saya membeli Honda Beat ini pada tahun 2015 , sudah tiga tahun lama nya umur motor ini . Saya bekerja dengan jarak tempuh lumayan jauh dari rumah saya , tetapi terbukti hingga saat ini sangat irit bbm - nya , di lain sisi ada dobel rem yang membuat sepeda ini menjadi luar biasa .",positive,neutral,neutral,positive,neutral,neutral
Head Lamp Avanza juga menggunakan model terbaru . Dengan perubahan tersebut mobil ini memiliki desain yang lebih elegan juragan .,neutral,neutral,neutral,positive,neutral,neutral
"saya menyesal beli mobilio, tetangga beli wuling cortez puas banget",neutral,neutral,positive,neutral,neutral,neutral
brio adalah salah satu mobil ekonomis untuk keluarga menengah,neutral,neutral,neutral,neutral,positive,neutral
"Ada satu lagi nih yang menurut saya sepele tetapi jadi kenikmatan , yaitu fitur Brake Hold di HRV",neutral,neutral,neutral,positive,neutral,neutral
xpander terlihat seperti mobil tahun 2020,neutral,neutral,positive,neutral,neutral,neutral
Toyota rush terbaik di kelas nya dan terdepan di zaman nya .,neutral,neutral,positive,neutral,neutral,neutral
brio gak bagus sumpah .,neutral,neutral,negative,neutral,neutral,neutral
"Dipakai kerja tiap hari enggak pernah rewel , mesin bandel , sesuai dengan kebutuhan , BBM irit tiada banding .",positive,positive,positive,neutral,neutral,neutral
mendingan Mitsubishi Xpander yang rata rata menang disegala aspek,neutral,neutral,positive,neutral,neutral,neutral
cukup 10 menit untuk bersihkan injektor motor injeksi Yamaha :D arti nya motor injeksi YMH perawatan murah & mudah,neutral,neutral,neutral,neutral,neutral,positive
Susah banget telepon buat booking servis auto 2000 toyota ! Masa gue harus booking ke sana sih :(,neutral,neutral,neutral,neutral,neutral,negative
"Honda Beat bahan bakar sangat irit , ringan buat menyalip di jalanan macet , mesin tarikan enteng banget .",positive,positive,positive,neutral,neutral,neutral
Mobil WULING CONFERO sangat layak untuk dipilih dan DIBELI sebagai mobil MPV yang nyaman dengan harga terjangkau .,neutral,neutral,neutral,neutral,positive,neutral
Memilih Terios baru rasanya tidak keliru,neutral,neutral,positive,neutral,neutral,neutral
"Avanza mudah dalam perawatan ,",neutral,neutral,neutral,neutral,neutral,positive
"kalau soal mesin dan bentuk toplah yamaha , kayak sekarang saya pakai nmax 2018 yang memang sudah lama saya incar , dari bentuk saya suka sekali .",neutral,positive,neutral,positive,neutral,neutral
"masalah nya , Xenia 2005 kadang-kadang dasbor bunyi ,",neutral,neutral,neutral,negative,neutral,neutral
Tapi yang sangat jelek dari Freed adalah tarikan nya .,neutral,negative,neutral,neutral,neutral,neutral
"brio gak cocok dibawa pergi ke medan yang susah, lemah dia",neutral,neutral,positive,neutral,neutral,neutral
"Soal tenaga yang kurang di ertiga juga agak mengganggu ,",neutral,negative,neutral,neutral,neutral,neutral
@DaihatsuInd banyak yang mengeluh servis ke 2 di astra daihatsu mahal . tolong edukasikan ke bengkel-bengkel resmi jangan mainin harga atau sparepart yang bagus gak perlu diganti,neutral,neutral,neutral,neutral,neutral,negative
terus radio nya HRV nyala sendiri dengan volume maksimal . enggak bisa dimatikan dan dikecilkan .,neutral,neutral,neutral,negative,neutral,neutral
"wah AVS kamu irit banget kak , AVG saya saja sekitar 1:8 sampai 1:9 memang macet sih jalanan .",positive,neutral,neutral,neutral,neutral,neutral
"kalau melihat spesifikasi nya, harga ertiga cukup ramah di kantong",neutral,neutral,neutral,neutral,positive,neutral
Pajero mempunyai mesin yang lebih bertenaga dan banyak fitur,neutral,positive,neutral,positive,neutral,neutral
kalau menurut gue suspensi avanza agak aneh . kalau cuma berdua suspensi nya berasa keras banget . tetapi kalau diisi penuh 6 - 7 orang suspensi nya mantap betul .,neutral,neutral,neutral,negative,neutral,neutral
Xenia memang masih kurang dari segi keamanan nya . Air bag - nya kagak ada bos .,neutral,neutral,neutral,positive,neutral,neutral
Altis gen 11 pas lah buat yang cari kenyamanan berkendara,neutral,neutral,positive,neutral,neutral,neutral
Putaran bawah mesin fortuner sangat kuat,neutral,positive,neutral,neutral,neutral,neutral
jujur fortuner ini bandel banget dipakai di medan apa pun,neutral,positive,neutral,neutral,neutral,neutral
saya akui enak banget Hrv ini mengendarai punya saudara pakai Hrv,neutral,neutral,positive,neutral,neutral,neutral
"DAIHATSU TARUNA , Selain tampang nya modern kala itu , kapasitas penumpang nya banyak dan tentu saja , mobil ini sudah dibuat ala-ala SUV",neutral,neutral,neutral,positive,neutral,neutral
Toyota rush 2018 tarikan nya luar biasa,neutral,positive,neutral,neutral,neutral,neutral
Avanza mobil yang nyaman untuk keluarga dan tidak terlalu mahal perawatan nya,neutral,neutral,positive,neutral,neutral,positive
"Toyota Rush saya sudah berusia 8 , tenaga nya kurang power full",neutral,negative,neutral,neutral,neutral,neutral
"Sudah seminggu punya lexi , jauh lebih nyaman dibandingkan vario .",neutral,neutral,negative,neutral,neutral,neutral
xenia lari nya lebih lincah daripada avanza yang agak lemah,neutral,negative,neutral,neutral,neutral,neutral
tenaga maknyus bagus . Vario125 esp combi brake enak enggak memalukan .,neutral,positive,neutral,positive,neutral,neutral
avanza saya kopling nya memang agak keras juragan .,neutral,neutral,neutral,negative,neutral,neutral
"Ambil mobil di Bengkel Honda Pondok Indah . sudah selesai servis , tapi mobil kotor banget . tapi teknisi ngotot sudah dicuci .",neutral,neutral,neutral,neutral,neutral,negative
"memang xenia bandel , gue senang banget sama mobil gue ini .",neutral,positive,positive,neutral,neutral,neutral
yang jelas gue enggak menyesal pilih calya,neutral,neutral,positive,neutral,neutral,neutral
Kalo gue sih yang pemula . Lebih suka exterior brio . Cuma kalo kelengkapan fitur memang sirion,neutral,neutral,neutral,positive,neutral,neutral
Buat yang punya Avanza dan Xenia pasti sudah merasakan berisik nya suara di dalam kabin dan lemah nya bantingan mobil .,neutral,neutral,neutral,negative,neutral,neutral
avanza oke banget manuver nya,neutral,positive,neutral,neutral,neutral,neutral
"sudah harga nya mahal, fortuner ini juga konsumsi bahan bakar nya lumayan menguras dompet",negative,neutral,negative,neutral,neutral,neutral
xenia li cukup mumpuni kok sebagai mobil irit dan cukup bertenaga .,positive,positive,neutral,neutral,neutral,neutral
fortuner sparepart nya susah dicari,neutral,neutral,neutral,negative,neutral,neutral
"saya punya xenia Li 08 family , sepanjang pemakaian nya belum ada keluhan sih .",neutral,neutral,positive,neutral,neutral,neutral
"Langsung kagum bgt dengan kenyamanan nya , mulai dari kedap nya kabin , bantingan suspensi dll",neutral,neutral,positive,positive,neutral,neutral
"fortuner gimana yah ... tenaga biasa aja , kalo pajero sport tenaga gak malu - maluin",neutral,positive,neutral,neutral,neutral,neutral
"12 cup holders kok kesan nya ga berfaedah buat mobil seven seater , nama nya aja seven seater ngapain sampe 12 wikwikwik , mendingan legain kabin drpd banyakin cup holder",neutral,neutral,neutral,negative,neutral,neutral
