processed_text,fuel,machine,others,part,price,service
Saya memakai Honda Jazz GK5 tahun 2014 ( pertama meluncur ) . Mobil nya bagus dan enak sesuai moto nya menyenangkan untuk dikendarai,neutral,neutral,positive,neutral,neutral,neutral
Avanza kenapa jadi boros bensin begini dah ah. Baru diisi sudah mau setengah saja .,negative,neutral,neutral,neutral,neutral,neutral
"saran ku dan pengalaman ku , mending beli mobil niaga L300 atau canter . irit dan bandel .",positive,positive,neutral,neutral,neutral,neutral
Dari segi harga juga pajero lebih mahal 30 jutaan dibanding fortuner,neutral,neutral,neutral,neutral,positive,neutral
Kalo menurut gw enak pajero si,neutral,neutral,positive,neutral,neutral,neutral
CH - R versi negara ini kurang worth it soal fitur dan kelengkapan,neutral,neutral,neutral,negative,neutral,neutral
"@LinaRadj kapan-kapan coba bengkel daihatsu , mereka mau kok . Servis lebih bagus .",neutral,neutral,neutral,neutral,neutral,positive
Mending confero harga nya lebih murah daripada formo.,neutral,neutral,neutral,neutral,negative,neutral
kalo soal servis mending pilih grand livina soalnya after sales service nya mudah dan cepat,neutral,neutral,neutral,neutral,neutral,positive
fortuner gak cocok buat mahasiswa dari segi desain yang terlalu mencolok dan mahal pula,neutral,neutral,neutral,negative,neutral,neutral
Servis di Bengkel Toyota Lebih cepat,neutral,neutral,neutral,neutral,neutral,positive
Honda Spacy irit banget sumpah,positive,neutral,neutral,neutral,neutral,neutral
Gak bisa tidur kalau malam-malam di mobil karena suara ac nya berisik sekali,neutral,neutral,neutral,negative,neutral,neutral
"Ih bengkel honda ini picik banget ya , masa iya aki motor gue ditukar sama yang jelek biar gak bisa hidup terus ada keluhan terus ke sana lagi gitu",neutral,neutral,neutral,neutral,neutral,negative
"dari segi kenyamanan cortez oke lah, tapi bahan bakar nya itu loh boros banget",negative,neutral,positive,neutral,neutral,neutral
"jujur saja inden nya lama banget dari dealer , sudah 1 bulan belum datang juga",neutral,neutral,neutral,neutral,neutral,negative
numpang gabung ya baru beli xenia 04 - 2008 3 hari yang lalu keseluruhan gue ngerasa cukup .,neutral,neutral,positive,neutral,neutral,neutral
setuju banget kalau jazz lebih keren dan mantap daripada mobilio,neutral,neutral,negative,neutral,neutral,neutral
"Masya Allah toyota mahal harga nya , tetapi pelit fitur-fitur",neutral,neutral,neutral,negative,negative,neutral
fortuner sparepart nya banyak dijual di mana-mana,neutral,neutral,neutral,positive,neutral,neutral
"Alhamdullilah inden dari dealer wulling agustus awal mobil sudah datang , cepat .",neutral,neutral,neutral,neutral,neutral,positive
"Vario 125 sangat ringan dan nyaman dipakai untuk perempuan seperti saya , apalagi dibawa ke mana-mana sangat irit dan harga nya terjangkau dibandingkan motor honda yang lain .",positive,neutral,positive,neutral,positive,neutral
"Udah beli yg rush 2018 , alhamdulillah tidak ada penyesalan sampai saat ini dan insyaAllah seterusnya",neutral,neutral,positive,neutral,neutral,neutral
handling mini cooper juara .,neutral,neutral,neutral,positive,neutral,neutral
Saya sangat puas dengan mobil saya selain berbadan besar terlihat mewah dan sangat irit bahan bakar karena minum nya solar jadi mantap kijang innova,positive,neutral,positive,positive,neutral,neutral
xenia gak awet banget masa baru 6 bulan sudah bermasalah,neutral,neutral,negative,neutral,neutral,neutral
