processed_text,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
menyamakan allah subhanahu wa taala yang dungu biadab dengan tuhan di balik gerhana adalah penyesatan,1,1,0,1,1,0,0,0,0,0,1,0
 namanya juga perusahaan milik asing ,0,0,0,0,0,0,0,0,0,0,0,0
prabowo mau bantu rohingya ri harus disegani ,1,0,1,0,0,0,0,0,1,1,0,0
atas dasar hukum apa ,0,0,0,0,0,0,0,0,0,0,0,0
puisi kamu ini bagaimana atau aku harus bagaimana karya lahir masa orde baru menyuarakan suara orang orang yang te indas jadi bagian gerakan reformasi yang mengakhiri orde baru ,0,0,0,0,0,0,0,0,0,0,0,0
 suciwati munir saya tidak percaya sama jokowi bisanya berbicara doang ,1,0,1,0,0,0,0,0,1,1,0,0
menjadi perhatian penting dan genting bagi yang mulia presiden ri pak dan menteri tenaga kerja ri pak cc ,0,0,0,0,0,0,0,0,0,0,0,0
 siapa yang pura pura lupa taplak saya kan orang baru ,0,0,0,0,0,0,0,0,0,0,0,0
 mau dong ngewe kayak begitu ,0,1,0,0,0,0,0,0,0,0,0,0
 gubernur gue ,0,0,0,0,0,0,0,0,0,0,0,0
kwon soon young kasir yang satu ini bisa dibilang tidak bisa diam ada saja yang di lakukan sekalipun itu lagi melayani pelanggan pun sasaran empuk bagi anak anak yang penasaran kenapa pipinya gembul banget tak terkecuali matanya yang sipit ,0,0,0,0,0,0,0,0,0,0,0,0
sama ulasan ekonomi harian rabu 18 april 2018 reksadana reksadana sam riset harian berita ekonomi makroekonomi market update samual aset manajemen,0,0,0,0,0,0,0,0,0,0,0,0
 sepe inya efek dari undang undang md3 boleh berbicara sesuka hati ,0,0,0,0,0,0,0,0,0,0,0,0
pak presiden tampak magis ,0,0,0,0,0,0,0,0,0,0,0,0
 betul bos sama kayak mayoritas non muslim dan etnis tionghoa yang memilih ahok kemarin normal saja dalam politik adalah ,0,0,0,0,0,0,0,0,0,0,0,0
sejak sih boneka menang pemilihan presiden 2014 berkat bantuan besar penguasa saat itu dia dan dalangnya merajalela menjadi penguasa tanpa batas tanpa pengawasan pak ai dewan perwakilan rakyat tentara polisi senator organisasi masyarakat kampus mahasiswa buruh cendikiawan media ulama si,1,0,0,1,0,0,0,0,1,0,1,0
 awkarin makan buaya iya iya ,0,0,0,0,0,0,0,0,0,0,0,0
 pejabat era jaman now menunggu viral dulu menunggu respon kejam warganet lalu pura pura terkejut baru menjawab dan n1 kalau warganet puja puji pasti digelontor n2 kalau warganet caci maki ya di usahakan sekadarnya biar terl,1,0,1,0,0,0,0,0,1,1,0,0
bot mau bertanya ih liebe ih a inya apa yang jawab nanti bot kasih ipad yang barusan mencemplung di jamban kuda ,0,1,0,0,0,0,0,0,0,0,0,0
apa layak memercayai kepengurusan negara kepada pemerintah yang bahkan tak mampu menemukan dokumen penting negara ,1,0,0,1,0,0,0,0,1,0,1,0
sepupu bos gue punya facebook namanya sin ting sebagai orang indonesia kalau baca nama facebook nya pasti wa tertawa akhirnya wa bilang kalau sinting dalam bahasa indonesia a inya crazy dan mereka te awa ,0,0,0,0,0,0,0,0,0,0,0,0
edan banget ,0,1,0,0,0,0,0,0,0,0,0,0
 kalau cebong kan garang tidak pakai logika kalau saya kan fakta sih djarot memang sial mulu ,1,1,1,0,0,0,0,0,1,1,0,0
cina memang sangat agresif mengambil alih saham saham perusahaan tambang di dunia cina juga mengambil alih saham tambang milik freepo di berbagai negara cina menaruh minat besar pada kepemilikan newmont dan freepo dalam memperkuat rantai supply i,0,0,0,0,0,0,0,0,0,0,0,0
allahu akbar eksepsi dikabulkan pengadilan ustaz alfian tanjung musuh partai komunis indonesia dibebaskan po al islam ,1,0,1,0,1,0,0,0,0,1,0,0
 mersing saya ingat dia timbalan presiden kapan salahuddin ayub tidak akan ke mana kalau buat begitu,0,0,0,0,0,0,0,0,0,0,0,0
sudah lihat instagram cerita mahasiswa kampang mengeluh dengan tugasnya belum hari ini ,0,1,0,0,0,0,0,0,0,0,0,0
 maju mencebur mundur menjengkang itulah yang akan dialami mukidi,1,0,1,0,0,0,0,0,1,1,0,0
kampret dan kemarin cepat cepatan beli sekarang dijual online ,0,1,0,0,0,0,0,0,0,0,0,0
dasar bini suruh beli santan dia dok melepak kedai mamak berengsek haiz amin mandor nih ,1,1,1,0,0,0,0,0,1,1,0,0
 ikuti gue baca dan kamu kiraan setan wkwk ,0,1,0,0,0,0,0,0,0,0,0,0
 ya harusnya dihentikan kalau memang anti asing makanya jangan gunakan politik sara bisa merusak kerukunan manusia ,0,0,0,0,0,0,0,0,0,0,0,0
setelah terjadi peristiwa pemberontakan tidak 30 september 1965 oleh partai komunis indonesia menjadi tanda akhir dari pemerintahan orde lama ,0,0,0,0,0,0,0,0,0,0,0,0
