processed_text,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
 ada itu teman sekelas di sama dia cakap imut cuma sombong banget tidak mau berteman sama orang yang tidak cakap kayak aku terus suka mengatur ngatur orang saja jadi aku sekelompok sama dia untuk mata pelajaran kesenian tugas akhirnya cuma disuruh menjahit hiasan yang dibuat sen,0,0,0,0,0,0,0,0,0,0,0,0
 berbicara soal orientasi studi dan pengenalan kampus jadi ingat waktu orientasi studi dan pengenalan kampus disuruh makan xon ce bergilir sekali memasukkan lidah terus di oper ke sebelah sampai habis di kecup di dalam mulut dan terus pas giliran,0,0,0,0,0,0,0,0,0,0,0,0
bajingan punya line ,0,1,0,0,0,0,0,0,0,0,0,0
kenali aku lebih dalam maka kamu akan menge i bahwa seorang bajingan sepe ikut masih punya hati dan perasaan ,0,1,0,0,0,0,0,0,0,0,0,0
dalam acara back to kampus di fakultas ilmu budaya universitas negeri padjadjaran bercerita tentang kemajuan di r dan beberapa tips dalam menghadapi kehidupan sesudah masa belajar di kampus selesai 7 4 back to campus gemasian 85 ,0,0,0,0,0,0,0,0,0,0,0,0
itu kalau benaran otoriter sebagaimana dilabelkan pulang pulang tinggal nama itu ,1,0,1,0,0,0,0,0,1,1,0,0
 sepe i melihat punuk onta ,0,0,0,0,0,0,0,0,0,0,0,0
 asing yang bajingan surat pemberitahuan tahunan ahok bese a kroni nya perlu di anti kan ,1,1,0,1,0,1,0,0,0,0,1,0
 kenapa terguncang kamu mendengarnya pak makanya para ulama zaman dahulu berusaha menghindari orang orang sepe i ini karena hati kita ini ditangan allah takutnya ada suatu masa kita terperosok ikut ideologi dia,0,0,0,0,0,0,0,0,0,0,0,0
main ke pos ronda mengharapkan teman mengobrol yang ada bocah main mobil legend bangsat ,1,1,1,0,0,0,0,0,1,1,0,0
iya gue dipanggil bocah cilik karena waktu itu gue kuntet banget kalau upacara saja dipanggil eh semampai alias semeter tak sampai dan nyak lanjut dan setelah tugimin diteriaki begitu kalian tau responnya apa haha bangsat kamu tugimin ,1,1,1,0,0,0,0,0,1,1,0,0
 umat islam siapa yang kamu maksud front pembela islam hati mereka bukan muslim tetapi penista islam bajingan mereka itu muslim tidak mungkin berbuat onar pengecut lari dari tinggi jawab setelah mesum kenapa kenapa islam apa apa islam giliran mesum apa itu islam berbuat onar itu islam ,1,1,0,1,1,0,0,1,0,0,1,0
usir cina dan jongos jongosnya kalau anda ingin indonesia ini damai ,1,1,0,1,0,1,0,0,0,0,0,1
virus tingkat dewa pakai antivirus tidak ketahuan sarap habis ,0,1,0,0,0,0,0,0,0,0,0,0
 kabur pemain kamu saja yang dongok tribun kosong dipanjat haha dan ah payah sudah kontol kontolan haha ,1,1,0,1,0,0,0,1,0,0,1,0
 ngewe lagi yu ,0,1,0,0,0,0,0,0,0,0,0,0
pendukung prabowo surat pemberitahuan tahunan arb sda adalah orang orang bejat tabiatnya kasar termasuk orang ini begitu begitu ,1,1,1,0,0,0,0,0,1,1,0,0
ini itu kesalahan jokowi dan ahok sih babi ateis hypertext transfer protocol over secure socket layer t co v2grcuesti,1,1,0,1,1,0,0,0,0,0,1,0
bentar lagi gue rilis album the onta si wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
terkutuk banget pokoknya yang niat jahat ,0,1,0,0,0,0,0,0,0,0,0,0
 baiknya yang mundur adalah karena tidak becus mengurus negeri,1,0,1,0,0,0,0,0,1,1,0,0
 bokep cewek bispak bandung ngentot crot di dalam dan mengunduh full ,0,1,0,0,0,0,0,0,0,0,0,0
 fadli zoom politik sih politik tapi harus tahulah bahwa ini negara kesatuan republik indonesia yang ada sejarahnya jangan dilupakan untuk kepenting pribadi atau pak ainya sadarlah itu biar jangan kaco negara kita ini yuk bela atau bantulah pak presiden jokowi untuk memakmurkan,0,0,0,0,0,0,0,0,0,0,0,0
 abj ayo lah prabowo susilo bambang yudhoyono pendukung 2019 ganti presiden bersatu,1,0,1,0,0,0,0,0,1,1,0,0
allahu akbar gaduh karena ahok rakyat bersama front pembela islam bubarkan gerakan masyarakat bawah indonesia copot kepala kepolisian daerah jabar penjarakan ahok,1,0,0,1,0,0,0,0,1,0,0,1
duduk serumah tapi masak asing asing makan sendiri sendiri serupa tak usah duduk serumah duduk asing lebih baik sebab nak buat apa pengadilan negeri orang tak kisah ,0,0,0,0,0,0,0,0,0,0,0,0
 jangan tunggu lama lama soalnya begitu lepas kejadian bom di surabaya polisi berha,0,0,0,0,0,0,0,0,0,0,0,0
 bangkrut sih jualan islam liberal padahal dana dari syiah sudah keluar banyak banting setir ke islam nusantara di bantu sponsor oleh komunis ,0,0,0,0,0,0,0,0,0,0,0,0
ya sudah tidur sih mark lah terus kenapa cher anjir kamu najis ,1,1,1,0,0,0,0,0,1,1,0,0
