processed_text,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
 x97preloved bermerek amp tidak bermerek top dan dan semua barang yang dijual koleksi pribadi dan paling banyak dijual karena sekarang aku pakai hijab amp bajunya kebanyakan crop trans esophageal echocardiografi dan selama pemakaian selalu dirawat amp aku tidak ada riwayat peny,0,0,0,0,0,0,0,0,0,0,0,0
aku tidak nge i komunis aku nge inya kok manis ,0,0,0,0,0,0,0,0,0,0,0,0
 hujan hujanan menggodai itukan ojek pengkolan mau juga ngerojok memek aku kata sih abang daripada pusing tidak ada duit mending buang p ,0,1,0,0,0,0,0,0,0,0,0,0
kelihatan banget bego nya empok silvy and agus debat final pemilihan kepala daerah jakarta,1,1,1,0,0,0,0,0,1,1,0,0
 bisu ,0,0,0,0,0,0,0,0,0,0,0,0
presiden tegaskan pentingnya publikasi untuk asian games 2018 newsidn asian games 2018 jokowi indonesia,0,0,0,0,0,0,0,0,0,0,0,0
semacam kejadian yang ramai di pilihan kepala daerah yang lalu ,0,0,0,0,0,0,0,0,0,0,0,0
selamat hari kakak ini 2018 perempuan hebat untuk indonesia maju jokowi,0,0,0,0,0,0,0,0,0,0,0,0
 hassle free return policy adalah jaminan pengembalian produk hauz indonesia dengan harga yang sama selama 7 hari dari tanggal pembelian apabila produk tersebut cacat produksi atau konsumen kurang puas dengan produk yang di beli haus mini quiz hazid ,0,0,0,0,0,0,0,0,0,0,0,0
hai jokowi ahok social media volunteer jil syiah dan jongos asing hati hati ya setiap gerak gerik kalian akan kami awasi kembalikan media islam ,0,0,0,0,0,0,0,0,0,0,0,0
 gue tidak baca bodoh ,1,1,1,0,0,0,0,0,1,1,0,0
 lindas saja sampai mencret ,0,1,0,0,0,0,0,0,0,0,0,0
 lebih baik jokowi yang mundur ,1,0,1,0,0,0,0,0,1,1,0,0
 tenggelamkan itu bocah kepalanya korengan yang maha sombong selangit menangislah kamu keparat dalam waktu secepatnya ,1,1,1,0,0,0,1,0,0,1,0,0
 pasukan nasi bungkus siap grak x8,0,0,0,0,0,0,0,0,0,0,0,0
3 anak anak muda kreatif indonesia menyambut gerakan ini dengan kegiatan ekspedisi kapsul waktu yang baru dibuka 70 tahun mendatang,0,0,0,0,0,0,0,0,0,0,0,0
jadi memang banyak yang bikin fan fiction atau au menjurus ke anggota yang jujur gue menikmati bacanya karena gue suppo lgbt does not t mean i sama not normal ya i used to it teman gue banyak soalnya yang terang terangan kenapa sama,0,0,0,0,0,0,0,0,0,0,0,0
 masalah segregasi nih memang dari zaman dahulu ada sejak zaman nabi muhammad memang tak boleh ubah sikap manusia untuk mengamalkan budaya diskriminasi malaysia nih actually sudah cukup aman pergaduhan memang ada tapi tak seteruk di luar sa,0,0,0,0,0,0,0,0,0,0,0,0
 semakin baik komisi pemberantasan korupsi menangkap koruptor semakin menunjukkan komisi pemberantasan korupsi gagal bubarkan serahkan kepolisian dan kejaksaan,1,0,0,1,0,0,0,0,1,0,0,1
 hanya kaum onta amp para orang tolol yang masih mencintai orde babi ,1,1,0,1,0,0,0,0,1,0,1,0
 amin dan semoga pak jokowi jadi presiden lagi ,0,0,0,0,0,0,0,0,0,0,0,0
 geblek mengakak aku anjir wkwk ,0,1,0,0,0,0,0,0,0,0,0,0
permusyawaratan perwakilan yang berintikan musyawarah untuk mufakat secara gotong royong diantara semua kekuatan nasional yang progresif revolusioner dengan berporoskan nasakom dengan ciri dominasi presiden terbatasnya peran pak ai politik berkembang,0,0,0,0,0,0,0,0,0,0,0,0
 lagi pulang kampung dia ke cina wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
 kucing i kalau terbuka pintu sikit terus panjat pagar belajar dari monyet ke apa ,0,0,0,0,0,0,0,0,0,0,0,0
mereka tidak te arik melihat koruptor bantuan likuiditas bank indonesia yang pelaku pelakunya taipan binaan komunis cina dan mitra nya megawati sp,1,0,0,1,0,1,0,0,0,0,1,0
orang yang sering te awa belum tentu gila dan orang yang tidak pernah te awa belum tentu waras ,0,0,0,0,0,0,0,0,0,0,0,0
