processed_text,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
 ada cebong bang dia merasa paling benar ,1,1,1,0,0,0,0,0,1,1,0,0
1 penetrasi gubernur jawa tengah jawa tengah non aktif ganjar pranowo ke kementerian pe anian kementerian pertahanan membuahkan hasil lupa boleh ngawur jangan pilihan gubernur 2018 kami ganjar yasin ganjar yasin 1 jawa tengah gayeng 1 kali lagi partai demokrasi indonesia perjuangan kandang banteng,0,0,0,0,0,0,0,0,0,0,0,0
 situ lagi nih muncul anjing na yahudi israel di indonesia dan ngilaaa gila cuma di rezim ini anjing anjing na israel berani muncul terang terangan di indonesia ,1,1,1,0,1,0,0,0,0,1,0,0
 bangsat kuadrat memang ya kamu ,1,1,1,0,0,0,0,0,1,1,0,0
 lah di padang yang sekolah negeri dan beberapa swasta kecuali sekolah swasta kristen katolik mau islam kayak tidak kayak yang ceweknya harus pakai jilbab tiap hari karena seragam sekolahnya berjilbab wkwk dan ini tidak cuma sama tapi dari sekolah dasar sampai j,0,0,0,0,0,0,0,0,0,0,0,0
pendukung surat pemberitahuan tahunan arb sda adalah orang orang bejat tabiatnya kasar termasuk orang ini begitu begitu lt lt dasar anjing ,1,1,0,1,0,0,0,0,1,0,1,0
 kamu silit ardhog ,1,1,1,0,0,0,0,0,1,1,0,0
 apa yang tidak terpikirkan oleh kita semuanya bisa terjadi di rezim ini ,0,0,0,0,0,0,0,0,0,0,0,0
ups sudah 2 x ngentot tetapi kontol aku ini kakak masih ngaceng lagi iya ,0,1,0,0,0,0,0,0,0,0,0,0
 hetifah tingkatkan sektor pariwisata kalimantan timur baca berita pembaruan lainnya di koran kalimantan timur baca koran kalimantan timur wisata kalimantan timur samarinda tenggarong balikpapan bontang berau,0,0,0,0,0,0,0,0,0,0,0,0
bapak bangsa indonesia adalah soekarno bukan ulama kiai atau pejuang muslim pejuang muslim mendirikan negara islam,1,0,0,1,1,0,0,0,0,0,1,0
cina lagi cina lagi sebaiknya di usir saja ya merusak sih kerjaannya,1,0,0,1,0,1,0,0,0,0,0,1
karena mereka ingin mengganti demokrasi pancasila dengan demokrasi partai komunis indonesia yang tidak be uhan yang bebas perzinaan minuman keras lgbt partai komunis indonesia bukan indonesia,1,0,0,1,0,1,0,0,0,0,1,0
 a ikel buat manusia tapi yang tidur anjing v ada ada saja kamu min ,0,0,0,0,0,0,0,0,0,0,0,0
 kalau rezim sudah berganti saja pulang anti islam tidak bisa dipercaya ,1,0,1,0,1,0,0,0,0,1,0,0
 pantas bolot begini ,1,1,1,0,0,0,1,0,0,1,0,0
entot adik mas ah ah terus mas enjot memek adik ,0,1,0,0,0,0,0,0,0,0,0,0
 udik sudah mendarah daging di kamu ,1,1,1,0,0,0,0,0,1,1,0,0
 salah,0,0,0,0,0,0,0,0,0,0,0,0
mk sejarah gereja at kementerian agama ri sekolah tinggi agama kristen negeri stakn manado ,0,0,0,0,0,0,0,0,0,0,0,0
 tidak mau munafik sih nonaktifkan akun instagram salah satunya karena iri lihat mantan bahagia banget gue masih saja berduka ,0,0,0,0,0,0,0,0,0,0,0,0
 sudah burung onta lagi tinggal nya di mars dan makan apaan gila ,0,0,0,0,0,0,0,0,0,0,0,0
semakin banyak komisi pemberantasan korupsi menangkap ott menunjukkan komisi pemberantasan korupsi gagal bubarkan dan serahkan kepolisian dan kejaksaan ,1,0,0,1,0,0,0,0,1,0,0,1
 kalau begitu gue onta arab salam kenal iya ,0,0,0,0,0,0,0,0,0,0,0,0
program studi terbaru di unp 1 pendidikan tari s1 2 pendidikan agama islam s1 3 teknik sipil s1 4 teknik mesin s1 5 statistika s1 6 teknologi pengindraan jauh d3 7 keperawatan d3 ,0,0,0,0,0,0,0,0,0,0,0,0
didik mukrianto soal pilihan kepala daerah tak langsung demokrat jadikan peraturan pemerintah pengganti undang undang era susilo bambang yudhoyono sebagai acuan,0,0,0,0,0,0,0,0,0,0,0,0
 disunat dulu itu titit jangan kalah sama anjingnya ahok hehe ,1,1,1,0,0,0,0,1,0,1,0,0
 pemimpin kafir kepada ulama saja berani menghardik apalagi kepada anda rakyat biasa tolak pemimpin kafir stop kriminalisasi ulama,1,0,1,0,1,0,0,0,0,1,0,0
 najis not wkwk ,0,1,0,0,0,0,0,0,0,0,0,0
 orang udik enggak tahu tanah abang ,1,1,1,0,0,0,0,0,1,1,0,0
 tidak pernah berubah memang biu dan bisa jadi orang itu bukan bermaksud munafik sama perasaannya tapi siapa tau itu tameng kebahagiaan dia dan memikirkan kebahagiaan adalah enggak ada habisnya mending tidur ,0,0,0,0,0,0,0,0,0,0,0,0
 yang bikin aku makin kayak minder begitu lah pot pipi tumpah berengsek tirus begitu apa perlu gue sodori pipi gue sih biar dia tau definisi tembem itu bagaimana soalnya di kamus juga tidak ada gambar jadi mereka memberi ide saja ingin dipuji juga dalam hati ,1,1,1,0,0,0,0,0,1,1,0,0
 gue juga suka tapi dia tidak terlalu suka dia mengagumi sama binatang kelas atas macam hiu ular buaya makanya ba ba black sheep dilewati ,0,0,0,0,0,0,0,0,0,0,0,0
 jejak masa lalu itulah yang akan menjadi bumerang bagi indonesia untuk bisa di hormati dunia saat ini presiden telah mengembalikan pamor indonesia sebagai negara yang disegani dunia ,0,0,0,0,0,0,0,0,0,0,0,0
 tidak bisa jadi keluarga belo karena ku sipit ,0,0,0,0,0,0,0,0,0,0,0,0
diktator jokowi jongos organisasi jagal manusia nahdlatul ulama ulama dijadikan inspirasi ,1,1,1,0,0,0,0,0,1,1,0,0
 apa sih tai baru begitu doang belaganya sudah selangit tidak ingat ada karma nanti beberapa tahun lagi kalau idol kamu flop gue tertawa paling keras ,1,1,1,0,0,0,0,0,1,1,0,0
 huhahahhahahaaa pengusaha kayak raya saja menangis ber darah darah di jaman jokowi ini sangking susahnya jaman dan rezim ini mengelola ekonomi negara yang tidak benar beras mahal sembako mahal daya beli turun masyarakat bawah banyak,1,0,1,0,0,0,0,0,1,1,0,0
 biasa sih somad sebenarnya ingin minum kopi di starbucks tetapi tidak bisa mad somad iya minum kopi ayo terus entar gue tampari cocot kamu biar tambah monyong ,1,1,1,0,0,0,0,0,1,1,0,0
gubernur jabar hebat ,0,0,0,0,0,0,0,0,0,0,0,0
keturunan cina racist ini apa juga paham sejarah indonesia paling paling tidak paham juga ,1,0,0,1,0,1,0,0,0,0,1,0
 ini masih cacat banget mengeditnya lah tapi terima kasih ya huhu ,0,1,0,0,0,0,0,0,0,0,0,0
 warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali be emu dengan gubernur banten wahidin halim hari ini sabtu 21 4 seba baduy 2018,0,0,0,0,0,0,0,0,0,0,0,0
 sehat om kalau tidak sehat minum kencing onta dulu ,0,1,0,0,0,0,0,0,0,0,0,0
 freepo tidak bisa diganggu gugat tanya rezim orde baru mereka yang bikin perjanjian abadi ,0,0,0,0,0,0,0,0,0,0,0,0
kalau income negara dari berbagai sektor bagus a inya negara punya uang tentu jokowi tidak akan berhutang untuk membangkitkan ekonomi bangsa kalau sampai terpaksa berhutang tentu pemasukannya tidak bagus simple kan ,0,0,0,0,0,0,0,0,0,0,0,0
pada 1979 house select committee on assassination hsca menemukan cacat investigasi yang dilakukan fbi dan warren commission hsca juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya ,0,0,0,0,0,0,0,0,0,0,0,0
komunis keren ,0,0,0,0,0,0,0,0,0,0,0,0
 sudah ikut dibully berapa warga asing non pasuruan saudara kocu ,1,0,0,1,0,0,0,0,1,0,1,0
 aku hanya bisa bersyukur pada allah subhanahu wa taala dapat presiden yang giat kerja dan mampu mengatasi persoalan persoalan yang dihadapi dengan tetap kerja lurus ikhlas semata mata demi indonesia yang makin maju sekalipun ramping tetapi energinya luar biasa itu juga karena tidak ada p,0,0,0,0,0,0,0,0,0,0,0,0
 ini namanya pahlawan kemalaman saran sebelum buat laporan coba tanyakan apa agama sih abu janda ini 2019 ganti presiden,1,0,1,0,1,0,0,0,0,1,0,0
 x9cnyetir apaan orang mobil di depan saja tidak bergerak idiot dan windy semakin kesal karena yoga yang sangat tidak peka akan kondisi perutnya saat ini ia lalu diam dan menatap ke depan ,0,1,0,0,0,0,0,0,0,0,0,0
joss iya,0,0,0,0,0,0,0,0,0,0,0,0
4 apa saja tulisan yang telah dibuat aku chat,0,0,0,0,0,0,0,0,0,0,0,0
mau merindukan suha o ya monggo saja sih dan tapi kalian yakin bisa menyebarkan hoaks sama bisa menyerang presiden kayak sekarang dan belum menyebar hoaks sama menyerang presiden kalian sudah hilang lebih dahulu wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
banyak responden institute of southeast asian studies yang meyakini bahwa orang indonesia keturunan cina masih memiliki loyalitas terhadap republik rakyat cina,1,0,0,1,0,1,0,0,0,0,1,0
 serius ini rezim anti islam tidak suka jokowi boleh tapi jangan mengajak umat islam membenci jokowi ,1,0,1,0,0,0,0,0,1,1,0,0
 cont kekerasan yang berujung pembunuhan bukan hal yang asing untuk si xa8rene tapi kali ini ada sesuatu yang menarik karena pelaku kekerasanlah yang menjadi korban di sini si xa8rene sesekali melirik ke arah lucas menukar pikiran dari tatap l,0,0,0,0,0,0,0,0,0,0,0,0
 jangan bagi orang lain kawal hidup kita kita sendiri tentukan nak jadi apa nak menampak bodoh ke nak menampak pandai ke dan ,0,0,0,0,0,0,0,0,0,0,0,0
 haha tidak beda sama sanjungan mereka sih babi jijik eh habib rizieq wkwk ,1,1,1,0,0,0,0,0,1,1,0,0
 mandi gue adalah memang buaya jaga mandi ,0,0,0,0,0,0,0,0,0,0,0,0
 di kementerian pendidikan dan kebudayaan masa tidak ada orang yang lebih lebih pintar sedikit untuk suggest film yang bagus untuk ditonton 2019 ganti presiden 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
gila apaan coba faedahnya mengeroyok orang gara gara bikin meme dan yang jadi bahan meme juga tidak ada hubungannya sama yang mengeroyok dan boro boro anggota keluarga kenal saja tidak kamu kontol bangsat gobloooooooo ,1,1,1,0,0,0,0,1,0,1,0,0
 geblek sudah didatangi polisi baru tau rasa wkwk ,0,1,0,0,0,0,0,0,0,0,0,0
well apapun agama kalian walaupun kalian ateis sekalipun hal ini tetap merugikan dari sisi cewek terutama hitung saja berapa uang yang akan hangus berapa waktu yang akan tersita berapa tenaga air mata keringat dan darah yang harus dikorbankan belum,0,0,0,0,0,0,0,0,0,0,0,0
 sebenarnya maksud dari jor joran pinjaman ajaib itu adalah n1 merebut simpati rakyat yang di bombardir media 51 freepo milik indonesia n2 isu got sulit digoreng karena sudah be ransformasi jadi rezim mainlah teknologi got tin,0,0,0,0,0,0,0,0,0,0,0,0
 sibuk ngewe ,0,1,0,0,0,0,0,0,0,0,0,0
 anjir lucu banget animasinya di dewa ,0,1,0,0,0,0,0,0,0,0,0,0
 mantan yang terkutuk ,1,1,1,0,0,0,0,0,1,1,0,0
allah subhanahu wa taala memang bukan tuhan berwasiat bukti dungu biadab,1,1,0,1,1,0,0,0,0,0,1,0
 sungguh rezim kocak indonesia sedang sekarat umat muslim sedang di pilah oleh allah subhanahu wa taala antara golongan muslimin dan munafik ,1,0,0,1,1,0,0,0,0,0,1,0
 pak yang menolak negara islam di indonesia harus berani membubarkan kua pengadilan agama,1,0,0,1,1,0,0,0,0,0,1,0
 agama ideologi lama akan digantikan dan agama agama masa depan tidak lagi lahir dari dalam gua berbatu tapi dari lembah silikon berbasis teknologi salah satu agama itu yang fokus di bab 10 teknologi humanisme yang melanjutkan cita cita liberal dengan mengg,0,0,0,0,0,0,0,0,0,0,0,0
 saya masih ingat dulu ada kelompok pelangi kristen radikal kaum sekuler dan komunis yang mencibir habibie dan jangan jangan kelompok pelangi itu yang di kumpulkan oleh sih ,1,0,0,1,1,0,0,0,0,0,1,0
 1 heran sama orang orang ini ketika kata auliya dalam al almaidah 51 banyak ulama yang mengatakan itu a inya pemimpin mereka kekeh bilang bahwa itu tidak dia ikan pemimpin padahal itu adalah kata kata,1,0,0,1,1,0,0,0,0,0,1,0
oh tidak ada bom info lagi ya ini hari ,0,0,0,0,0,0,0,0,0,0,0,0
atas tuduhan majelis ulama indonesia mengoplos mudah dibantah islam oplosan lebih berbahaya dewan perwakilan rakyat proses hukum pengurus gerakan fajar nusantara ,1,0,0,1,1,0,0,0,0,0,1,0
 di suriah sekolah radikal dan rakit bom pulang ke indonesia jadi tempat pukul ya di amankan ,0,0,0,0,0,0,0,0,0,0,0,0
 komisi tiga menteri hukum dan hak asasi manusia mengenai md3 memang benar hak imunitas itu ada pernah ada perdebatan undang undang pilihan kepala daerah sudah ketok palu namun pendekatannya presiden sudah mengeluarkan peraturan pemerintah pengganti undang undang namun md3 ini presiden tidak mengeluarkan peraturan pemerintah pengganti undang undang tetapi tidak mau tanda tangan saya kira,0,0,0,0,0,0,0,0,0,0,0,0
 monyet komunis dungu sekebun ,1,1,1,0,0,1,0,0,0,1,0,0
masih segar ingatan rakyat janji pak jokowi mau beli kembali pt indosat yang dijual megawati kok setelah jadi presiden malah mau jual badan usaha milik negara ,1,0,1,0,0,0,0,0,1,1,0,0
