processed_text,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
 dia membunuh semua anak yang lahir semuanya aku mendengar dia menghanguskan salah satu desa akhir akhir ini tidak mendapatkan respon dariku mereka mendesak lagi pergilah ke hutan idora eadlyn mereka akan melindungimu tanpa cacat hal yang t,0,0,0,0,0,0,0,0,0,0,0,0
 ya mulai bego mulai idiot mulai bawa perasaan bawa perasaan mania ,0,1,0,0,0,0,0,0,0,0,0,0
kekasih dunia maya dan dan kalau aku kangen sama kamu bagaimana dan salat dan terus habis salat dan menyadarkan diri dan kalau aku cuma khayalanmu dan hadeuuuuuhhhh kontol ,0,1,0,0,0,0,0,0,0,0,0,0
insya allah pemimpin bersatu dengan ulama ulama hanif indonesia berkah amin ,0,0,0,0,0,0,0,0,0,0,0,0
dear dik selamat ya atas pencapaian ini semoga bisa dipe ahankan terus jangan kasih kendor dik 2019 ganti presiden ,1,0,1,0,0,0,0,0,1,1,0,0
 dari pantat sapi ,0,0,0,0,0,0,0,0,0,0,0,0
 kalau mau berpolitik ya mundur saja dulu dari posisi panglima orang jokowi ganti saja ,1,0,1,0,0,0,0,0,1,1,0,0
ada yang mau kirim foto kontol tidak nih sange chat sex ,0,1,0,0,0,0,0,0,0,0,0,0
 haha orang gila berbicara cak makanya jangan terlalu banyak micin biar otak kamu encer cong mengomong saja ngawur muslim kamu itu muslim silit tau babi ,1,1,1,0,1,0,0,0,0,1,0,0
43 program 18 melindungi sepenuhnya seluruh produk warisan budaya ekspresi budaya tradisional dan hak cipta para seniman asyik menang asyik menang,0,0,0,0,0,0,0,0,0,0,0,0
 sumpah tidak lucu banget jadikan autis bahan bercandaan ,0,0,0,0,0,0,0,0,0,0,0,0
 cacat kamu ,1,1,1,0,0,0,1,0,0,1,0,0
 mau bukti ke radikal an hati dan front pembela islam apa kurang bukti di setiap orasi orasinya hati dan front pembela islam selalu memfitnah dan caci maki terhadap pemerintah kepolisian republik indonesia bahkan ulama kiai kiai dasar otak bebek pura pura buta dan tuli dengan isi otak junj,1,1,0,1,1,0,1,0,0,0,1,0
 yang memilih cebong kiai cebong sep abu janda al kampret ,1,1,1,0,1,0,0,0,0,1,0,0
 mari berjuang sampai jokowi dilantik kembali di tahun 2019 jangan gentar jangan takut walau mata benang di leher walau ujung tombak di perut dan tidak akan surut langkah kita tidak akan bisu suara kita tidak akan,0,0,0,0,0,0,0,0,0,0,0,0
 bagi para cebong yang sudah buta dan tuli dengan semua kenyataan yang menimpa negeri ini tentu akan selalu membela rezim ini mereka terlalu gampang didoktrin oleh pidato dan data yang indehoi dari pemerintah ,1,1,0,1,0,0,1,0,0,0,1,0
 mungkin dengan tes dna bisa ketahuan ini keturunan di tii partai komunis indonesia pemerintahan revolusioner republik indonesia partai keadilan sejahtera dan lain lain ,0,0,0,0,0,0,0,0,0,0,0,0
 pancasila itu islami bagi kaum muslimin pancasila itu kristiani bagi pemeluk kristen pancasila itu hinduisme bagi pemeluk hindu pancasila itu buddhaisme bagi pemeluk buddha karena pancasila itu sumbernya dari agama ,0,0,0,0,0,0,0,0,0,0,0,0
 perlu bantu an aku siap di bawah memek mbak ,0,1,0,0,0,0,0,0,0,0,0,0
 kamu tidak salah masa mau belajar hal baru atau mau melihat sesuatu dari kacamata lain melalui acara televisi ini salah enggak kamu sudah baik adanya lanjutkan saja apa yang kamu lakukan itu positif banget untuk diri kamu mereka adalah memang sudah pada dasarnya tolol dan tidak mau berkembang jadi,1,1,0,1,0,0,0,0,1,0,1,0
 pacarnya siapa ini suruh mengemut kontol senang eram dan dan kimcil sange bokep lokal sepong ngentot susu montok hypertext transfer protocol over secure socket layer ,0,1,0,0,0,0,0,0,0,0,0,0
balikan sama kamu idih najis tujuh keturunan sudah ,1,1,1,0,0,0,0,0,1,1,0,0
 ya tetap saja waspada antek komunis itu pintar kamuflase ,1,0,0,1,0,1,0,0,0,0,1,0
islam dan katolik nikahannya secara buddha dan ,0,0,0,0,0,0,0,0,0,0,0,0
 buat film muslim pilih ahok mati enggak di disalatkan dijamin laris ,1,0,1,0,0,0,0,0,1,1,0,0
 mampus dan belum sempat menonton terima kasih kamu ,0,1,0,0,0,0,0,0,0,0,0,0
 jancuk ingin gue tabok itu anak ,1,1,1,0,0,0,0,0,1,1,0,0
sahabat sahabat warga jawa tengah mari terus tolak ujaran kebencian ikuti semangat kebersamaan mas amp dengan mas amp mbak kekompakan dua pasangan calon gubernur jawa tengah saat rayakan ulang tahun sudirman said,0,0,0,0,0,0,0,0,0,0,0,0
ada tas aneh yang di sinyalir ada bom di dalam nya depok siaga lagi ini aduh ,0,0,0,0,0,0,0,0,0,0,0,0
dukungan lingkungan kurangnya imunisasi kasih sayang yang cukup dan kebutuhan ekonomi dapat mempengaruhi nafsu makan kebutuhan kesehatan ,0,0,0,0,0,0,0,0,0,0,0,0
 biarlah pak gubernur daerah khusus ibukota itu selesaikan dulu tugasnya supaya full menampak hasil kerja krs beliau salam 5 tahun 5 tahun tidak lama sabar selesaikan dulu jabatan yang sudah di amanahkan oleh rakyat dengan susah payah pak anies masih muda jalan masih penjaga insya,0,0,0,0,0,0,0,0,0,0,0,0
perseroan terbatas perkebunan nusantara iii persero beri penghargaan pada mitra binaan ,0,0,0,0,0,0,0,0,0,0,0,0
saya tidak hafal apakah urusan gaya rambut ini diatur di alkitab pl atau tidak tapi beberapa tahun lalu di grup kristen beredar gambar larang gaya rambut te entu menurut islam ,0,0,0,0,0,0,0,0,0,0,0,0
 even mukanya bersih mulus tanpa cacat tetap mesti di rawat darling kamu kan tidak bakal forever enam belas tahun makin menambah umur kulit juga menambah tua apalagi sekarang makin banyak polusi ,0,0,0,0,0,0,0,0,0,0,0,0
 main taplak juga cadangan dia adalah bocahnya ,0,0,0,0,0,0,0,0,0,0,0,0
