processed_text,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
 di saat semua cowok berusaha melacak perhatian gue kamu lantas remehkan perhatian yang gue kasih khusus ke kamu basic kamu cowok bego ,1,1,1,0,0,0,0,0,1,1,0,0
 enak lagi kalau sambil ngewe ,0,1,0,0,0,0,0,0,0,0,0,0
 banci kaleng malu tidak bisa jawab pe anyaan kami dari 2 hari lalu nyungsep koe ,1,1,1,0,0,0,0,1,0,1,0,0
kalau belajar ekonomi mestinya jago memprivatisasi hati orang aduh ironi ,0,0,0,0,0,0,0,0,0,0,0,0
aktor huru hara 98 prabowo si ingin lengserkan pemerintahan jokowi nyata,1,0,1,0,0,0,0,0,1,1,0,0
 bu guru enakan jadi jablay atau guru sekolah dasar sih kayaknya menikmati jadi pecun ini guru ,1,1,1,0,0,0,0,1,0,1,0,0
 lawan bicara gue tidak intelek kayak kamu yang otak tidak punya tentang kencing onta gue mengakui hadis nabi dan itu sahih kafir kayak kamu pasti menolak makanya kamu ahlun nar ,1,1,1,0,1,0,0,0,0,1,0,0
jadi cowok itu harus gantle kalau tidak gantle itu namanya banci ,1,1,0,1,0,0,0,1,0,0,1,0
 kalau kamu noob pasti peluang disakiti nya lebih gede sih ,0,0,0,0,0,0,0,0,0,0,0,0
 joko widodo dinilai sebagai presiden terlemah dalam sejarah indonesia hal ini terjadi bukan saja karena jokowi tidak memiliki modal dukungan politik yang cukup melainkan juga karena ketidakmampuan pemerintahannya menghadapi situasi ekonomi tidak,0,0,0,0,0,0,0,0,0,0,0,0
bandara udara internasional ke ajati dibangun oleh gubernur ahmad heryawan tanpa gunakan anggaran pendapatan dan belanja negara pemerintah pusat insya allah siap beroperasi bulan depan ,0,0,0,0,0,0,0,0,0,0,0,0
siapapun gubernur dan presidennya rakyatnya ya kita juga ,0,0,0,0,0,0,0,0,0,0,0,0
ini sih kerjaannya delay mulu setan ,1,1,0,1,0,0,0,0,1,0,1,0
menurutku pintu sorga ada yaitu pintu sorga yang asli dan pintu hatimu modus banget,0,0,0,0,0,0,0,0,0,0,0,0
 partai komunis indonesia hanya muncul jika jelang pemilihan kepala daerah dan pemilihan presiden karena digoreng sampai gosong ,1,0,0,1,0,1,0,0,0,0,1,0
 itu adalah sudah nenek nenek saya heran sama cebong biasanya bohong terus ,1,1,1,0,0,0,0,0,1,1,0,0
 tidak kak gue bukan orang jawa maaf ya gue orang palembang soalnya kakak saja deh yang belajar aksara jawa atau kelak mau belajar budaya palembang ,0,0,0,0,0,0,0,0,0,0,0,0
pegawai guardian training lagi kayak mentang mentang gue kayak gembel cuma kaos sama flat shoes bertanya dijutekin bangsat memang malas belinya juga kabur gue ke matahari ,1,1,0,1,0,0,0,0,1,0,1,0
 x9dpara bajingan yang telah melukai lady harus menerima ganjaran seratus kali lipat sanji selamat ulang tahun pelaut jkt48 ,0,1,0,0,0,0,0,0,0,0,0,0
ajakan menolak berita hoaks dan sukseskan pilihan kepala daerah di wilayah kota kediri ,0,0,0,0,0,0,0,0,0,0,0,0
