processed_text,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
amin ya rabi tolong indonesia ya alah dengan yang lebiiihhhh baik ,1,0,1,0,0,0,0,0,1,1,0,0
 umat islam siapa yang kamu maksud front pembela islam hati mereka bukan muslim tetapi penista islam bajingan mereka itu muslim tidak mungkin berbuat onar pengecut lari dari tinggi jawab setelah mesum kenapa kenapa islam apa apa islam giliran mesum apa itu islam berbuat onar itu islam ,1,1,0,1,1,0,0,1,0,0,1,0
anda dibodohi dan diperbudak islam bung ketua umum ikatan cendekiawan muslim indonesia allah subhanahu wa taala bukan tuhan di balik gerhana,1,1,0,1,1,0,0,0,0,0,1,0
 enggak usah diingatkan dong kampret kamu ,0,1,0,0,0,0,0,0,0,0,0,0
bocah pada mengajak menonton gala premiere saya tanya filmnya apa pengabdi setan kate dia pakde dan aku kire dikibuli eh enggak taunya benaran dong berengsek ,0,1,0,0,0,0,0,0,0,0,0,0
salah satu hasil rekomendasi musyawarah kerja nasional adalah mendukung sebagai presiden republik indonesia anis matta rindu anis matta ,0,0,0,0,0,0,0,0,0,0,0,0
rupiah haneul hobi mengocok memek pakai terong yang on retweet ,0,1,0,0,0,0,0,0,0,0,0,0
selamat kepada jokowi yang telah berhasil dalam menambah hutang karena bukan dia yang bayar tetapi rakyat good luck,1,0,1,0,0,0,0,0,1,1,0,0
 komisi tiga menteri hukum dan hak asasi manusia mengenai md3 memang benar hak imunitas itu ada pernah ada perdebatan undang undang pilihan kepala daerah sudah ketok palu namun pendekatannya presiden sudah mengeluarkan peraturan pemerintah pengganti undang undang namun md3 ini presiden tidak mengeluarkan perlu tetapi tidak mau tanda tangan saya kira,0,0,0,0,0,0,0,0,0,0,0,0
selama ada novel di komisi pemberantasan korupsi sandi tetap aman mana mungkin novel usut wakil gubernur sepupunya mana mungkin juga usut kasusnya anies ,1,0,0,1,0,0,0,0,1,0,1,0
 wa 6281294490616 nig fanya ckarisha tidak sabar ingin di entot sama kontol bule perkasa ini enak banget di entot sama konto ,0,1,0,0,0,0,0,0,0,0,0,0
21 kekuranganmu lebih banyak dari kelebihanmu hehe dan dan suka ngaret kalau balas pesan itu lamaaa banget dan menyebalkan suka buat aku hipe ensi dan suka memaki aku yang aneh aneh i sama ok dan gampang mengambek dan lemot dan bolot dan repeat dan nini sudah aku buat pas jadi 288c senang tidak ,0,1,0,0,0,0,0,0,0,0,0,0
 oh iya gays semalam admin ml ini video crot nya tebak kontol admin yang mana ngentot lokal gay gay cirebon pej ,0,1,0,0,0,0,0,0,0,0,0,0
 iblis itu n1 paling tidak senang dengan suara azan n2 paling tidak suka dengan hijab dan cadar n3 paling tidak suka dengan si ,0,0,0,0,0,0,0,0,0,0,0,0
monggo bro jadwal acara upacara adat dan kirab budaya mbah bergas ,0,0,0,0,0,0,0,0,0,0,0,0
wkwk habis ini gue diserbu mampus ,0,1,0,0,0,0,0,0,0,0,0,0
kisah nyata malin kundang 100 daftar nama yang mengucapkan kalimat jangan ngewe dengan wanita itu itu yaitu 1 kementerian agama 2 ciputat 3 ciputat raya 4 bendi negara 5 bendi kepolisian 6 bendi tahanan 7 surat keterangan catatan kepolisian 8 dari sabang sampai sama,1,1,0,1,0,0,0,1,0,0,1,0
 wah kesempatan nih langsung deh dimanfaatkan buat pencitraaan oleh rezim ,0,0,0,0,0,0,0,0,0,0,0,0
 ancam ancaman kayak banci saja jancuk ,1,1,1,0,0,0,0,1,0,1,0,0
 kelihatan tukang pijat nya tidak punya bf kayak saya jadi suka kontol kayak begitu ,0,1,0,0,0,0,0,0,0,0,0,0
keandra adalah sosok lelaki yang te arik dengan kedua jenis gender dan juga mengakui keberadaan transgender dia menganggap dirinya sebagai lelaki tapi dia juga beranggapan bahwa norma gender itu tidak ada sehingga ia sering be ingkah laku layaknya,0,0,0,0,0,0,0,0,0,0,0,0
 kelakuan homo jaman now ngentot saja sambil live di blued gay video gvid lokal hangat ,0,1,0,0,0,0,0,0,0,0,0,0
botol fan tidak punya otak kali ya dongok nya kelewatan ,1,1,0,1,0,0,0,0,1,0,1,0
kita terlalu sibuk membahas hal besar dalam agama hingga lupa kapan terakhir kali dan membuang duri dari jalan dan mengantar gulai ke tetangga dan senyum ke orang asing dan menuntun orang buta dan mentraktir anak yatim dan mendamaikan yang berselisih dan tiap se,0,0,0,0,0,0,0,0,0,0,0,0
dan dari orang asing yang mengobrol karena bosan menunggu transit akhirnya jadi berteman sampai sekarang ,0,0,0,0,0,0,0,0,0,0,0,0
 mencret hyung ,0,0,0,0,0,0,0,0,0,0,0,0
 lah kamu bom apa bagaimana jauh jauh sudah gue nih takut ,0,0,0,0,0,0,0,0,0,0,0,0
 dompetku sampai bisu lemah tidak kuat bersuara lagi tapi merch nya memang menggemaskan begitu masa kakak ,0,0,0,0,0,0,0,0,0,0,0,0
 pak saya harap kementerian agama mau menggelar diskusi terbuka beradab saya siap memberi penjelasan,0,0,0,0,0,0,0,0,0,0,0,0
pekerja seks komersial a is online marak kembali di bicarakan tyas mirasih peringati warganet dan warganet tyas mirasih dan ,0,0,0,0,0,0,0,0,0,0,0,0
 sebenarnya yang cacat itu anaknya jadi anaknya kayak memberi tau kondisi dia biar tau reaksi orang tuanya dulu bagaimana ,0,0,0,0,0,0,0,0,0,0,0,0
kata opung tenaga kerja asal cina semua punya skill khusus sehingga buruh pribumi tidak layak untuk membangun proyek pemerintah tapi nyatanya tenaga kerja asing asal cina itu juga banyak tidak terampil labour nya jadi 10 juta lapangan pekerjaan baru itu sebenarnya,0,0,0,0,0,0,0,0,0,0,0,0
 nah itu dia aduh rejim amatir muak muak muak ingin segera 2019 ingin segera 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
 ingat baik baik kata sih royson jokowi kacung gue dan itulah mungkin alasan fundamentalnya kenapa rezim ini justru sepe i sengaja masuk ke dalam debt trap komunis cina dan north sumatera offshore menjadi wajib untuk 2019 ganti presiden ,1,1,1,0,0,1,0,0,0,1,0,0
suka iri sama orang orang yang rahasia kulit mulusnya itu air wudhu soalnya aku kristen ,0,0,0,0,0,0,0,0,0,0,0,0
edan yang retweet 800 di ,0,1,0,0,0,0,0,0,0,0,0,0
 bro aku orang biasa bukan antek antek ya walah walah sudah emosi ya bos sudah minum air putih bos biar adem otak anda ,0,0,0,0,0,0,0,0,0,0,0,0
omongan ahok terbukti lagi anies sandi ingkar janji soal reklamasi melalui ,1,0,0,1,0,0,0,0,1,0,1,0
 perbanyak bersyukur saja syukuran tidak dikasih cacat yang terlalu aku insecure tapi hasilnya minder malah lihat yang lebih cantik kok kamu malah kesal ,0,0,0,0,0,0,0,0,0,0,0,0
bikin coldbrew agak gasal pagi diminum cuma demi melek instan saja tai lah gue masih tidak nge i kopi enak apa tidak kayak apa haha ,0,1,0,0,0,0,0,0,0,0,0,0
 silit bau jigong ,0,1,0,0,0,0,0,0,0,0,0,0
 celeng berbicara celeng ,1,1,1,0,0,0,0,0,1,1,0,0
peluh dan keringat yang jatuh selama hampir 3 jam ditemani suara mas cholil yang saat itu sangat prima semua nada tinggi on pitch progres nada mulus permainan gitar tanpa cacat hehe mungkin karena istirahat cukup secara tempat sama rumah cholil hampir,0,0,0,0,0,0,0,0,0,0,0,0
sudah hampir banting gadget eeee shopeenya kacrut dan ,1,1,0,1,0,0,0,0,1,0,1,0
 kenapa cebong kelojotan dengan takjil 2019 ganti presiden kalau kalian waras buatlah takjil yang sama bukannya mengamuk mengamuk tidak karuan giliran presiden di hina kalian diam dan 2019 ganti presiden dan 2019 ganti presiden kacung ,1,1,0,1,0,0,0,0,1,0,1,0
 dengan berat hati gue sales promotion girl in nih kunyuk satu ,0,1,0,0,0,0,0,0,0,0,0,0
meski banyak tudingan dugaan korupsi tapi susilo bambang yudhoyono tidak pernah dorong kejaksaan usut apalagi himbau komisi pemberantasan korupsi usut dugaan korupsi jokowi di solo raya,1,0,1,0,0,0,0,0,1,1,0,0
pas ditegur lebih dahulu baru deh tau itupun matanya harus pakai di sipit sipit dulu buat menerka menerka siapa ya ini yang menegur wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
random thoughts malam ini lanjut ke kontroversi keberadaan yang enggak kelihatan inspirasinya dari misa arwah yang kerap kali diadakan di gereja katolik kenapa arwah harus didoakan dimana mereka ini topik diskusi yang sering gue mengobrol sama my dearly,0,0,0,0,0,0,0,0,0,0,0,0
 agama katolik tidak ada yang menyebut katolik nusantara agama kristen protestan tidak ada yang menyebut kristen protestan nusantara agama hindu tidak ada yang menyebut hindu nusantara agama buddha tidak ada yang menyebut buddha nusantara lah kok ini,0,0,0,0,0,0,0,0,0,0,0,0
by design dan by rekayasa politik lah yang menjegal bapak dalam rezim jokowi karena kepentingan politik dan ekonomi peng peng dan asing terganggu ,0,0,0,0,0,0,0,0,0,0,0,0
 otak kalian tidak sampai sih makanya profesor saja kalian remehkan sudah pada minum kencing onta belum biar pintar ,1,1,1,0,0,0,0,0,1,1,0,0
 berasa punya monyet v tidak ,0,0,0,0,0,0,0,0,0,0,0,0
ketika anda lihat setan jangan lah anda takut siapa tau setan itu sedang mencari saudaranya dan mungkin itu anda goblok ketik ketik ,0,1,0,0,0,0,0,0,0,0,0,0
mewah dampingi gubernur organization development hadiri acara puncak festival paskah gfg 2018,0,0,0,0,0,0,0,0,0,0,0,0
 memang salah satu turunan nya juga cebong kampret definisinya komplotan penyebar hoaks yang koar koar sambil mencret ,1,1,0,1,0,0,0,0,1,0,1,0
 wkwk masalahnya gue tidak kepikiran sih mau dewan perwakilan rakyat kan sebegitu ya lagian kalau ada pasti bagi bagi yang membutuhkan dulu tidak tega juga ,0,0,0,0,0,0,0,0,0,0,0,0
 mas yang komen dilapakmu banyak sekali dari bani ,0,0,0,0,0,0,0,0,0,0,0,0
edan memang tujuannya fabiano ,0,1,0,0,0,0,0,0,0,0,0,0
 sitip nih sitip ,0,0,0,0,0,0,0,0,0,0,0,0
apes beneeeer dapat jadwal shift pagi cuma 4 hari besok off lusa shift malam sampai sabtu depan badan makin cungkring ampuuuun zzzzzz ,0,0,0,0,0,0,0,0,0,0,0,0
tangkap ahok dan kelompok nya yang melakukan pemalsuan e kartu tanda penduduk karena merupakan pengkhianat bagi bangsa dan negara,1,0,0,1,0,0,0,0,1,0,0,1
 coba pap dulu pas sehun lagi nete sama kamu baru gue percaya wkwk ,0,1,0,0,0,0,0,0,0,0,0,0
 namanya juga agama munafik ,1,1,1,0,1,0,0,0,0,1,0,0
 dia kristen ibu ,0,0,0,0,0,0,0,0,0,0,0,0
les privat di cilandak tk sekolah dasar sampai sama ujian nasional simak oi seleksi bersama masuk perguruan tinggi negeri matematika fisika kimia biologi akuntansi ekonomi ,0,0,0,0,0,0,0,0,0,0,0,0
