processed_text,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
 ada itu teman sekelas di sama dia cakap imut cuma sombong banget tidak mau berteman sama orang yang tidak cakap kayak aku terus suka mengatur ngatur orang saja jadi aku sekelompok sama dia untuk mata pelajaran kesenian tugas akhirnya cuma disuruh menjahit hiasan yang dibuat sen,0,0,0,0,0,0,0,0,0,0,0,0
kenali aku lebih dalam maka kamu akan menge i bahwa seorang bajingan sepe ikut masih punya hati dan perasaan ,0,1,0,0,0,0,0,0,0,0,0,0
dalam acara back to kampus di fakultas ilmu budaya universitas negeri padjadjaran bercerita tentang kemajuan di r dan beberapa tips dalam menghadapi kehidupan sesudah masa belajar di kampus selesai 7 4 back to campus gemasian 85 ,0,0,0,0,0,0,0,0,0,0,0,0
 asing yang bajingan surat pemberitahuan tahunan ahok bese a kroni nya perlu di anti kan ,1,1,0,1,0,1,0,0,0,0,1,0
 kenapa terguncang kamu mendengarnya pak makanya para ulama zaman dahulu berusaha menghindari orang orang sepe i ini karena hati kita ini ditangan allah takutnya ada suatu masa kita terperosok ikut ideologi dia,0,0,0,0,0,0,0,0,0,0,0,0
main ke pos ronda mengharapkan teman mengobrol yang ada bocah main mobil legend bangsat ,1,1,1,0,0,0,0,0,1,1,0,0
iya gue dipanggil bocah cilik karena waktu itu gue kuntet banget kalau upacara saja dipanggil eh semampai alias semeter tak sampai dan nyak lanjut dan setelah tugimin diteriaki begitu kalian tau responnya apa haha bangsat kamu tugimin ,1,1,1,0,0,0,0,0,1,1,0,0
 umat islam siapa yang kamu maksud front pembela islam hati mereka bukan muslim tetapi penista islam bajingan mereka itu muslim tidak mungkin berbuat onar pengecut lari dari tinggi jawab setelah mesum kenapa kenapa islam apa apa islam giliran mesum apa itu islam berbuat onar itu islam ,1,1,0,1,1,0,0,1,0,0,1,0
usir cina dan jongos jongosnya kalau anda ingin indonesia ini damai ,1,1,0,1,0,1,0,0,0,0,0,1
lo mbok ya ben to iya orang punya asumsi dan teori ekonomi dewe og teori jalan tembus bisa jadi besok tiap kepala keluarga diberi mesin cetak uang sendiri kan sangar ,0,0,0,0,0,0,0,0,0,0,0,0
 kabur pemain kamu saja yang dongok tribun kosong dipanjat haha dan ah payah sudah kontol kontolan haha ,1,1,0,1,0,0,0,1,0,0,1,0
pendukung prabowo surat pemberitahuan tahunan arb sda adalah orang orang bejat tabiatnya kasar termasuk orang ini begitu begitu ,1,1,1,0,0,0,0,0,1,1,0,0
ini itu kesalahan jokowi dan ahok sih babi ateis hypertext transfer protocol over secure socket layer t co v2grcuesti,1,1,0,1,1,0,0,0,0,0,1,0
bentar lagi gue rilis album the onta si wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
temukan pesona keindahan tentang cirebon mulai dari kuliner bahasa budaya sejarah kesenian dan eksotisme dunia malamnya follow ,0,0,0,0,0,0,0,0,0,0,0,0
 abj ayo lah prabowo susilo bambang yudhoyono pendukung 2019 ganti presiden bersatu,1,0,1,0,0,0,0,0,1,1,0,0
allahu akbar gaduh karena ahok rakyat bersama front pembela islam bubarkan gerakan masyarakat bawah indonesia copot kepala kepolisian daerah jabar penjarakan ahok,1,0,0,1,0,0,0,0,1,0,0,1
 jangan tunggu lama lama soalnya begitu lepas kejadian bom di surabaya polisi berha,0,0,0,0,0,0,0,0,0,0,0,0
 bangkrut sih jualan islam liberal padahal dana dari syiah sudah keluar banyak banting setir ke islam nusantara di bantu sponsor oleh komunis ,0,0,0,0,0,0,0,0,0,0,0,0
ya sudah tidur sih mark lah terus kenapa cher anjir kamu najis ,1,1,1,0,0,0,0,0,1,1,0,0
 lagunya bagus video musiknya juga tidak abal walaupun wah sebagai sponsor waktu menontonnya weh tapi bagus kok dia yang b ,0,0,0,0,0,0,0,0,0,0,0,0
jelas tidak sekarang hukum surat pemberitahuan tahunan apa di negeri ini ketika dengan jelas di depan mata remaja labil bermata sipit menghina presiden sebagai simbol negara ternyata sepi pemberitaan bahkan ada indikasi dianggap kebebasan berekspresi karena dianggap lucu lucuan pikir dulu dah gue mah ,1,0,0,1,0,1,0,0,0,0,1,0
bhayangkara pembina keamanan dan ketertiban masyarakat desa sidoarjo kepolisian sektor pringsewu kota brigadir polisi aris si sambang silaturahmi di kantor lembaga swadaya masyarakat gerakan masyarakat bawah indonesia yang berada di desa sidoarjo sekaligus mengajak para anggota gerakan masyarakat bawah indonesia untuk peran aktif menjaga keamanan dan ketertiban masyarakat menjelang pilihan gubernur dan wakil gubernur,0,0,0,0,0,0,0,0,0,0,0,0
setya novanto lebih kebal dari madara kayaknya kalau nanti mati juga tinggal edo tensei lagi ,1,0,1,0,0,0,0,0,1,1,0,0
 ha wah bangkai memang nih truk ,1,1,1,0,0,0,0,0,1,1,0,0
 siap menangkan jokowi 2019 biar kaum sumbu pendek makin kejang kejang,1,1,0,1,0,0,0,0,1,0,1,0
orang jawa menyebutnya dengan set hewan yang merubung bangkai ,0,0,0,0,0,0,0,0,0,0,0,0
 segala nya banyak impor aduh parah harus 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
prediksi togel hongkong kamis 29 maret 2018 dan nangka main 9123 dan mistik 6058 dan nangka jagaan 38 68 05 dan shio monyet ,0,0,0,0,0,0,0,0,0,0,0,0
 lah kamu bom apa bagaimana jauh jauh sudah gue nih takut ,0,0,0,0,0,0,0,0,0,0,0,0
pantaskah pemerintah kita menjalankan hubungan mesra dengan negara cina komunis itu ,1,0,0,1,0,1,0,0,0,0,1,0
 segerombol onta yang mengakui membela umat tapi itu semata mata demi kepentingan politik praktis tuan guru bajang jauh lebih demokratis dia mementingkan umat yang berpikiran modern salut untukmu tuan guru bajang ,0,0,0,0,0,0,0,0,0,0,0,0
candi sawentar yang merupakan salah satu peninggalan sejarah ini memang sangat cantik komitmen gus ipul dan saya adalah untuk lebih mempercantiknya lagi tanpa menghilangkan sejarah dan budaya di dalamnya semua bersaudara semua makmur dua untuk jawa timur gus ipul,0,0,0,0,0,0,0,0,0,0,0,0
 bera i rejim jokowi sama saja dong ganti ah ,1,0,1,0,0,0,0,0,1,1,0,0
menolak lupa pengusung abraham samad adalah partai demokrasi indonesia perjuangan via kader bernama trimedya panjaitan itulah kenapa komisi pemberantasan korupsi sudah mirip tim sukses jokowi,1,0,0,1,0,0,0,0,1,0,1,0
mari kita ganyang partai komunis indonesia dari negara kesatuan republik indonesia ,1,0,0,1,0,0,0,0,1,0,0,1
